ppe_2009_sd,ppe_2024_sd,cagr_15y_sd,cagr_10y_sd,cagr_5y_sd,enroll_2009_sd,enroll_2024_sd,enroll_cagr_15y_sd,enroll_cagr_10y_sd,enroll_cagr_5y_sd,ppe_2009_mean,ppe_2024_mean,cagr_15y_mean,cagr_10y_mean,cagr_5y_mean,enroll_2009_mean,enroll_2024_mean,enroll_cagr_15y_mean,enroll_cagr_10y_mean,enroll_cagr_5y_mean
2530.84040569623,5462.266728846738,1.1272339115646821,1.707626260607669,3.235012942744382,1719.071189461333,1459.0853352496622,1.5389100983120452,2.026908522118136,2.8688478069457632,13118.586206896553,24236.898305084746,4.150837343656023,4.566357035845233,5.995325510751707,1528.4067796610168,1244.522033898305,-1.3316592778932859,-1.0823240098544247,-1.7428543605565758
