District,YEAR,Metric,Value
Athol-Royalston,2022,Out-of-District FTE Pupils,287.9
Athol-Royalston,2023,Out-of-District FTE Pupils,272.8
Athol-Royalston,2024,Out-of-District FTE Pupils,254.6
Atlantis Charter (District),2019,In-District FTE Pupils,1287.8
Atlantis Charter (District),2020,In-District FTE Pupils,1301.6
Atlantis Charter (District),2021,In-District FTE Pupils,1296.1
Atlantis Charter (District),2022,In-District FTE Pupils,1286.0
Atlantis Charter (District),2023,In-District FTE Pupils,1288.4
Atlantis Charter (District),2024,In-District FTE Pupils,1257.8
Atlantis Charter (District),2019,Out-of-District FTE Pupils,0.0
Atlantis Charter (District),2020,Out-of-District FTE Pupils,0.0
Atlantis Charter (District),2021,Out-of-District FTE Pupils,0.0
Atlantis Charter (District),2022,Out-of-District FTE Pupils,0.0
Atlantis Charter (District),2023,Out-of-District FTE Pupils,0.0
Atlantis Charter (District),2024,Out-of-District FTE Pupils,0.0
Attleboro,2009,In-District FTE Pupils,5859.4
Attleboro,2010,In-District FTE Pupils,5861.9
Attleboro,2011,In-District FTE Pupils,5766.9
Attleboro,2012,In-District FTE Pupils,5820.9
Attleboro,2013,In-District FTE Pupils,5842.3
Attleboro,2014,In-District FTE Pupils,5785.7
Attleboro,2015,In-District FTE Pupils,5798.7
Attleboro,2016,In-District FTE Pupils,5757.4
Attleboro,2017,In-District FTE Pupils,5816.8
Attleboro,2018,In-District FTE Pupils,5881.7
Attleboro,2019,In-District FTE Pupils,5895.0
Attleboro,2020,In-District FTE Pupils,5986.6
Attleboro,2021,In-District FTE Pupils,5707.0
Attleboro,2022,In-District FTE Pupils,5903.5
Attleboro,2023,In-District FTE Pupils,5912.2
Attleboro,2024,In-District FTE Pupils,6039.3
Attleboro,2009,Out-of-District FTE Pupils,336.7
Attleboro,2010,Out-of-District FTE Pupils,357.3
Attleboro,2011,Out-of-District FTE Pupils,385.1
Attleboro,2012,Out-of-District FTE Pupils,413.5
Attleboro,2013,Out-of-District FTE Pupils,432.5
Attleboro,2014,Out-of-District FTE Pupils,455.7
Attleboro,2015,Out-of-District FTE Pupils,469.7
Attleboro,2016,Out-of-District FTE Pupils,430.5
Attleboro,2017,Out-of-District FTE Pupils,438.6
Attleboro,2018,Out-of-District FTE Pupils,468.1
Attleboro,2019,Out-of-District FTE Pupils,506.5
Attleboro,2020,Out-of-District FTE Pupils,489.8
Attleboro,2021,Out-of-District FTE Pupils,495.9
Attleboro,2022,Out-of-District FTE Pupils,463.8
Attleboro,2023,Out-of-District FTE Pupils,401.0
Attleboro,2024,Out-of-District FTE Pupils,365.3
Auburn,2009,In-District FTE Pupils,2344.0
Auburn,2010,In-District FTE Pupils,2369.8
Auburn,2011,In-District FTE Pupils,2336.6
Auburn,2012,In-District FTE Pupils,2331.5
Auburn,2013,In-District FTE Pupils,2302.8
Auburn,2014,In-District FTE Pupils,2318.9
Auburn,2015,In-District FTE Pupils,2351.2
Auburn,2016,In-District FTE Pupils,2419.5
Auburn,2017,In-District FTE Pupils,2506.4
Auburn,2018,In-District FTE Pupils,2591.8
Auburn,2019,In-District FTE Pupils,2638.9
Auburn,2020,In-District FTE Pupils,2640.8
Auburn,2021,In-District FTE Pupils,2509.1
Auburn,2022,In-District FTE Pupils,2581.9
Auburn,2023,In-District FTE Pupils,2554.4
Auburn,2024,In-District FTE Pupils,2487.8
Auburn,2009,Out-of-District FTE Pupils,76.2
Auburn,2010,Out-of-District FTE Pupils,79.1
Auburn,2011,Out-of-District FTE Pupils,94.1
Auburn,2012,Out-of-District FTE Pupils,95.3
Auburn,2013,Out-of-District FTE Pupils,77.0
Auburn,2014,Out-of-District FTE Pupils,74.0
Auburn,2015,Out-of-District FTE Pupils,64.8
Auburn,2016,Out-of-District FTE Pupils,50.2
Auburn,2017,Out-of-District FTE Pupils,56.4
Auburn,2018,Out-of-District FTE Pupils,56.4
Auburn,2019,Out-of-District FTE Pupils,54.8
Auburn,2020,Out-of-District FTE Pupils,52.4
Auburn,2021,Out-of-District FTE Pupils,64.7
Auburn,2022,Out-of-District FTE Pupils,50.1
Auburn,2023,Out-of-District FTE Pupils,47.3
Auburn,2024,Out-of-District FTE Pupils,48.3
Avon,2009,In-District FTE Pupils,739.6
Avon,2010,In-District FTE Pupils,743.8
Avon,2011,In-District FTE Pupils,774.8
Avon,2012,In-District FTE Pupils,748.5
Avon,2013,In-District FTE Pupils,749.2
Avon,2014,In-District FTE Pupils,737.4
Avon,2015,In-District FTE Pupils,728.8
Avon,2016,In-District FTE Pupils,719.6
Avon,2017,In-District FTE Pupils,720.1
Avon,2018,In-District FTE Pupils,723.6
Avon,2019,In-District FTE Pupils,721.5
Avon,2020,In-District FTE Pupils,721.8
Avon,2021,In-District FTE Pupils,681.5
Avon,2022,In-District FTE Pupils,709.8
Avon,2023,In-District FTE Pupils,727.5
Avon,2024,In-District FTE Pupils,737.4
Avon,2009,Out-of-District FTE Pupils,19.0
Avon,2010,Out-of-District FTE Pupils,16.0
Avon,2011,Out-of-District FTE Pupils,12.7
Avon,2012,Out-of-District FTE Pupils,6.9
Avon,2013,Out-of-District FTE Pupils,6.1
Avon,2014,Out-of-District FTE Pupils,8.8
Avon,2015,Out-of-District FTE Pupils,12.1
Avon,2016,Out-of-District FTE Pupils,15.9
Avon,2017,Out-of-District FTE Pupils,18.4
Avon,2018,Out-of-District FTE Pupils,20.9
Avon,2019,Out-of-District FTE Pupils,20.9
Avon,2020,Out-of-District FTE Pupils,26.6
Avon,2021,Out-of-District FTE Pupils,30.9
Avon,2022,Out-of-District FTE Pupils,30.6
Avon,2023,Out-of-District FTE Pupils,40.3
Avon,2024,Out-of-District FTE Pupils,34.1
Ayer,2009,In-District FTE Pupils,1213.8
Ayer,2010,In-District FTE Pupils,1204.9
Ayer,2011,In-District FTE Pupils,924.1
Ayer,2009,Out-of-District FTE Pupils,137.2
Ayer,2010,Out-of-District FTE Pupils,149.4
Ayer,2011,Out-of-District FTE Pupils,381.5
Ayer Shirley School District,2012,In-District FTE Pupils,1646.0
Ayer Shirley School District,2013,In-District FTE Pupils,1652.3
Ayer Shirley School District,2014,In-District FTE Pupils,1653.2
Ayer Shirley School District,2015,In-District FTE Pupils,1644.6
Ayer Shirley School District,2016,In-District FTE Pupils,1682.3
Ayer Shirley School District,2017,In-District FTE Pupils,1697.1
Ayer Shirley School District,2018,In-District FTE Pupils,1693.1
Ayer Shirley School District,2019,In-District FTE Pupils,1710.3
Ayer Shirley School District,2020,In-District FTE Pupils,1677.5
Ayer Shirley School District,2021,In-District FTE Pupils,1596.1
Ayer Shirley School District,2022,In-District FTE Pupils,1611.1
Ayer Shirley School District,2023,In-District FTE Pupils,1641.4
Ayer Shirley School District,2024,In-District FTE Pupils,1703.9
Ayer Shirley School District,2012,Out-of-District FTE Pupils,300.7
Ayer Shirley School District,2013,Out-of-District FTE Pupils,310.3
Ayer Shirley School District,2014,Out-of-District FTE Pupils,293.4
Ayer Shirley School District,2015,Out-of-District FTE Pupils,283.8
Ayer Shirley School District,2016,Out-of-District FTE Pupils,270.2
Ayer Shirley School District,2017,Out-of-District FTE Pupils,252.0
Ayer Shirley School District,2018,Out-of-District FTE Pupils,250.0
Ayer Shirley School District,2019,Out-of-District FTE Pupils,232.0
Ayer Shirley School District,2020,Out-of-District FTE Pupils,215.0
Ayer Shirley School District,2021,Out-of-District FTE Pupils,233.7
Ayer Shirley School District,2022,Out-of-District FTE Pupils,247.1
Ayer Shirley School District,2023,Out-of-District FTE Pupils,244.1
Ayer Shirley School District,2024,Out-of-District FTE Pupils,201.1
Barnstable,2009,In-District FTE Pupils,4353.7
Barnstable,2010,In-District FTE Pupils,4051.6
Barnstable,2011,In-District FTE Pupils,4189.0
Barnstable,2012,In-District FTE Pupils,4147.4
Barnstable,2013,In-District FTE Pupils,4910.8
Barnstable,2014,In-District FTE Pupils,4885.5
Barnstable,2015,In-District FTE Pupils,4866.8
Barnstable,2016,In-District FTE Pupils,4871.0
Barnstable,2017,In-District FTE Pupils,4892.5
Barnstable,2018,In-District FTE Pupils,4833.4
Barnstable,2019,In-District FTE Pupils,4770.6
Barnstable,2020,In-District FTE Pupils,5075.7
Barnstable,2021,In-District FTE Pupils,4703.1
Barnstable,2022,In-District FTE Pupils,4858.5
Barnstable,2023,In-District FTE Pupils,4840.8
Barnstable,2024,In-District FTE Pupils,4805.1
Barnstable,2009,Out-of-District FTE Pupils,1501.7
Barnstable,2010,Out-of-District FTE Pupils,1344.4
Barnstable,2011,Out-of-District FTE Pupils,1377.8
Barnstable,2012,Out-of-District FTE Pupils,1429.9
Barnstable,2013,Out-of-District FTE Pupils,651.9
Barnstable,2014,Out-of-District FTE Pupils,662.2
Barnstable,2015,Out-of-District FTE Pupils,708.8
Barnstable,2016,Out-of-District FTE Pupils,736.4
Barnstable,2017,Out-of-District FTE Pupils,734.1
Barnstable,2018,Out-of-District FTE Pupils,792.2
Barnstable,2019,Out-of-District FTE Pupils,801.9
Barnstable,2020,Out-of-District FTE Pupils,555.2
Barnstable,2021,Out-of-District FTE Pupils,602.8
Barnstable,2022,Out-of-District FTE Pupils,622.1
Barnstable,2023,Out-of-District FTE Pupils,613.3
Barnstable,2024,Out-of-District FTE Pupils,669.3
Barnstable Community Horace Mann Charter Public (District),2019,In-District FTE Pupils,575.9
Barnstable Community Horace Mann Charter Public (District),2019,Out-of-District FTE Pupils,0.0
Baystate Academy Charter Public School (District),2019,In-District FTE Pupils,488.8
Baystate Academy Charter Public School (District),2020,In-District FTE Pupils,473.7
Baystate Academy Charter Public School (District),2021,In-District FTE Pupils,474.3
Baystate Academy Charter Public School (District),2022,In-District FTE Pupils,442.2
Baystate Academy Charter Public School (District),2023,In-District FTE Pupils,391.8
Baystate Academy Charter Public School (District),2024,In-District FTE Pupils,398.2
Baystate Academy Charter Public School (District),2019,Out-of-District FTE Pupils,0.0
Baystate Academy Charter Public School (District),2020,Out-of-District FTE Pupils,0.0
Baystate Academy Charter Public School (District),2021,Out-of-District FTE Pupils,0.0
Baystate Academy Charter Public School (District),2022,Out-of-District FTE Pupils,0.0
Baystate Academy Charter Public School (District),2023,Out-of-District FTE Pupils,0.0
Baystate Academy Charter Public School (District),2024,Out-of-District FTE Pupils,0.0
Bedford,2009,In-District FTE Pupils,2373.7
Bedford,2010,In-District FTE Pupils,2379.7
Bedford,2011,In-District FTE Pupils,2353.6
Bedford,2012,In-District FTE Pupils,2460.3
Bedford,2013,In-District FTE Pupils,2455.8
Bedford,2014,In-District FTE Pupils,2532.7
Bedford,2015,In-District FTE Pupils,2521.6
Bedford,2016,In-District FTE Pupils,2529.7
Bedford,2017,In-District FTE Pupils,2616.5
Bedford,2018,In-District FTE Pupils,2631.9
Bedford,2019,In-District FTE Pupils,2652.8
Bedford,2020,In-District FTE Pupils,2688.5
Bedford,2021,In-District FTE Pupils,2613.1
Bedford,2022,In-District FTE Pupils,2628.3
Bedford,2023,In-District FTE Pupils,2537.2
Bedford,2024,In-District FTE Pupils,2561.1
Bedford,2009,Out-of-District FTE Pupils,112.5
Bedford,2010,Out-of-District FTE Pupils,113.3
Bedford,2011,Out-of-District FTE Pupils,99.5
Bedford,2012,Out-of-District FTE Pupils,99.1
Bedford,2013,Out-of-District FTE Pupils,98.5
Bedford,2014,Out-of-District FTE Pupils,99.5
Bedford,2015,Out-of-District FTE Pupils,91.5
Bedford,2016,Out-of-District FTE Pupils,83.0
Bedford,2017,Out-of-District FTE Pupils,66.7
Bedford,2018,Out-of-District FTE Pupils,58.9
Bedford,2019,Out-of-District FTE Pupils,62.2
Bedford,2020,Out-of-District FTE Pupils,46.0
Bedford,2021,Out-of-District FTE Pupils,59.6
Bedford,2022,Out-of-District FTE Pupils,58.1
Bedford,2023,Out-of-District FTE Pupils,41.0
Bedford,2024,Out-of-District FTE Pupils,51.5
Belchertown,2009,In-District FTE Pupils,2647.0
Belchertown,2010,In-District FTE Pupils,2600.1
Belchertown,2011,In-District FTE Pupils,2609.9
Belchertown,2012,In-District FTE Pupils,2496.3
Belchertown,2013,In-District FTE Pupils,2475.6
Belchertown,2014,In-District FTE Pupils,2406.4
Belchertown,2015,In-District FTE Pupils,2349.1
Belchertown,2016,In-District FTE Pupils,2350.0
Belchertown,2017,In-District FTE Pupils,2334.2
Belchertown,2018,In-District FTE Pupils,2306.0
Belchertown,2019,In-District FTE Pupils,2275.7
Belchertown,2020,In-District FTE Pupils,2244.4
Belchertown,2021,In-District FTE Pupils,2137.6
Belchertown,2022,In-District FTE Pupils,2131.2
Belchertown,2023,In-District FTE Pupils,2116.2
Belchertown,2024,In-District FTE Pupils,2067.8
Belchertown,2009,Out-of-District FTE Pupils,112.4
Belchertown,2010,Out-of-District FTE Pupils,107.9
Belchertown,2011,Out-of-District FTE Pupils,111.9
Belchertown,2012,Out-of-District FTE Pupils,128.7
Belchertown,2013,Out-of-District FTE Pupils,133.9
Belchertown,2014,Out-of-District FTE Pupils,151.5
Belchertown,2015,Out-of-District FTE Pupils,164.3
Belchertown,2016,Out-of-District FTE Pupils,173.7
Belchertown,2017,Out-of-District FTE Pupils,175.2
Belchertown,2018,Out-of-District FTE Pupils,180.9
Belchertown,2019,Out-of-District FTE Pupils,192.0
Belchertown,2020,Out-of-District FTE Pupils,205.3
Belchertown,2021,Out-of-District FTE Pupils,200.9
Belchertown,2022,Out-of-District FTE Pupils,199.1
Belchertown,2023,Out-of-District FTE Pupils,192.5
Belchertown,2024,Out-of-District FTE Pupils,197.2
Bellingham,2009,In-District FTE Pupils,2638.0
Bellingham,2010,In-District FTE Pupils,2620.9
Bellingham,2011,In-District FTE Pupils,2548.8
Bellingham,2012,In-District FTE Pupils,2479.3
Bellingham,2013,In-District FTE Pupils,2433.7
Bellingham,2014,In-District FTE Pupils,2379.2
Bellingham,2015,In-District FTE Pupils,2359.9
Bellingham,2016,In-District FTE Pupils,2263.7
Bellingham,2017,In-District FTE Pupils,2264.8
Bellingham,2018,In-District FTE Pupils,2265.6
Bellingham,2019,In-District FTE Pupils,2221.1
Bellingham,2020,In-District FTE Pupils,2130.1
Bellingham,2021,In-District FTE Pupils,1967.3
Bellingham,2022,In-District FTE Pupils,1991.1
Bellingham,2023,In-District FTE Pupils,2016.2
Bellingham,2024,In-District FTE Pupils,2018.6
Bellingham,2009,Out-of-District FTE Pupils,131.7
Bellingham,2010,Out-of-District FTE Pupils,139.0
Bellingham,2011,Out-of-District FTE Pupils,133.0
Bellingham,2012,Out-of-District FTE Pupils,124.4
Bellingham,2013,Out-of-District FTE Pupils,125.3
Bellingham,2014,Out-of-District FTE Pupils,159.9
Bellingham,2015,Out-of-District FTE Pupils,176.5
Bellingham,2016,Out-of-District FTE Pupils,203.3
Bellingham,2017,Out-of-District FTE Pupils,224.7
Bellingham,2018,Out-of-District FTE Pupils,209.8
Bellingham,2019,Out-of-District FTE Pupils,224.7
Bellingham,2020,Out-of-District FTE Pupils,280.4
Bellingham,2021,Out-of-District FTE Pupils,320.8
Bellingham,2022,Out-of-District FTE Pupils,334.3
Bellingham,2023,Out-of-District FTE Pupils,328.2
Bellingham,2024,Out-of-District FTE Pupils,332.3
Belmont,2009,In-District FTE Pupils,3864.6
Belmont,2010,In-District FTE Pupils,3965.7
Belmont,2011,In-District FTE Pupils,3930.0
Belmont,2012,In-District FTE Pupils,3959.7
Belmont,2013,In-District FTE Pupils,4047.6
Belmont,2014,In-District FTE Pupils,4190.3
Belmont,2015,In-District FTE Pupils,4224.4
Belmont,2016,In-District FTE Pupils,4324.9
Belmont,2017,In-District FTE Pupils,4444.3
Belmont,2018,In-District FTE Pupils,4578.9
Belmont,2019,In-District FTE Pupils,4613.2
Belmont,2020,In-District FTE Pupils,4717.1
Belmont,2021,In-District FTE Pupils,4374.9
Belmont,2022,In-District FTE Pupils,4364.4
Belmont,2023,In-District FTE Pupils,4375.5
Belmont,2024,In-District FTE Pupils,4420.1
Belmont,2009,Out-of-District FTE Pupils,76.1
Belmont,2010,Out-of-District FTE Pupils,75.6
Belmont,2011,Out-of-District FTE Pupils,73.1
Belmont,2012,Out-of-District FTE Pupils,68.3
Belmont,2013,Out-of-District FTE Pupils,73.7
Belmont,2014,Out-of-District FTE Pupils,81.5
Belmont,2015,Out-of-District FTE Pupils,91.4
Belmont,2016,Out-of-District FTE Pupils,99.3
Belmont,2017,Out-of-District FTE Pupils,106.2
Belmont,2018,Out-of-District FTE Pupils,117.4
Belmont,2019,Out-of-District FTE Pupils,119.3
Belmont,2020,Out-of-District FTE Pupils,96.7
Belmont,2021,Out-of-District FTE Pupils,162.1
Belmont,2022,Out-of-District FTE Pupils,159.0
Belmont,2023,Out-of-District FTE Pupils,181.8
Belmont,2024,Out-of-District FTE Pupils,154.7
Benjamin Banneker Charter Public (District),2019,In-District FTE Pupils,350.0
Benjamin Banneker Charter Public (District),2020,In-District FTE Pupils,335.8
Benjamin Banneker Charter Public (District),2021,In-District FTE Pupils,341.3
Benjamin Banneker Charter Public (District),2022,In-District FTE Pupils,329.0
Benjamin Banneker Charter Public (District),2023,In-District FTE Pupils,330.1
Benjamin Banneker Charter Public (District),2024,In-District FTE Pupils,343.7
Benjamin Banneker Charter Public (District),2019,Out-of-District FTE Pupils,0.0
Benjamin Banneker Charter Public (District),2020,Out-of-District FTE Pupils,0.0
Benjamin Banneker Charter Public (District),2021,Out-of-District FTE Pupils,0.0
Benjamin Banneker Charter Public (District),2022,Out-of-District FTE Pupils,0.0
Benjamin Banneker Charter Public (District),2023,Out-of-District FTE Pupils,0.0
Benjamin Banneker Charter Public (District),2024,Out-of-District FTE Pupils,0.0
Benjamin Franklin Classical Charter Public (District),2019,In-District FTE Pupils,457.9
Benjamin Franklin Classical Charter Public (District),2020,In-District FTE Pupils,708.6
Benjamin Franklin Classical Charter Public (District),2021,In-District FTE Pupils,773.9
Benjamin Franklin Classical Charter Public (District),2022,In-District FTE Pupils,819.2
Benjamin Franklin Classical Charter Public (District),2023,In-District FTE Pupils,863.4
Benjamin Franklin Classical Charter Public (District),2024,In-District FTE Pupils,886.3
Benjamin Franklin Classical Charter Public (District),2019,Out-of-District FTE Pupils,0.0
Benjamin Franklin Classical Charter Public (District),2020,Out-of-District FTE Pupils,0.0
Benjamin Franklin Classical Charter Public (District),2021,Out-of-District FTE Pupils,0.0
Benjamin Franklin Classical Charter Public (District),2022,Out-of-District FTE Pupils,0.0
Benjamin Franklin Classical Charter Public (District),2023,Out-of-District FTE Pupils,0.0
Benjamin Franklin Classical Charter Public (District),2024,Out-of-District FTE Pupils,0.0
Bentley Academy Charter School (District),2019,In-District FTE Pupils,669.3
Bentley Academy Charter School (District),2020,In-District FTE Pupils,646.9
Bentley Academy Charter School (District),2019,Out-of-District FTE Pupils,0.0
Bentley Academy Charter School (District),2020,Out-of-District FTE Pupils,0.0
Berkley,2009,In-District FTE Pupils,946.6
Berkley,2010,In-District FTE Pupils,924.0
Berkley,2011,In-District FTE Pupils,910.0
Berkley,2012,In-District FTE Pupils,882.7
Berkley,2013,In-District FTE Pupils,878.1
Berkley,2014,In-District FTE Pupils,871.7
Berkley,2015,In-District FTE Pupils,850.7
Berkley,2016,In-District FTE Pupils,918.7
Berkley,2017,In-District FTE Pupils,932.9
Berkley,2018,In-District FTE Pupils,921.7
Berkley,2019,In-District FTE Pupils,892.5
Berkley,2020,In-District FTE Pupils,918.5
Berkley,2021,In-District FTE Pupils,853.1
Berkley,2022,In-District FTE Pupils,876.6
Berkley,2023,In-District FTE Pupils,855.9
Berkley,2024,In-District FTE Pupils,845.0
Berkley,2009,Out-of-District FTE Pupils,249.5
Berkley,2010,Out-of-District FTE Pupils,251.7
