District,YEAR,Category,PPE
Libertas Academy Charter School (District),2023,Pupil Services,649.0
Libertas Academy Charter School (District),2024,Pupil Services,951.0
Libertas Academy Charter School (District),2019,Other Teaching Services,2467.0
Libertas Academy Charter School (District),2020,Other Teaching Services,1856.0
Libertas Academy Charter School (District),2021,Other Teaching Services,496.0
Libertas Academy Charter School (District),2022,Other Teaching Services,783.0
Libertas Academy Charter School (District),2023,Other Teaching Services,837.0
Libertas Academy Charter School (District),2024,Other Teaching Services,672.0
Libertas Academy Charter School (District),2019,Operations and Maintenance,473.0
Libertas Academy Charter School (District),2020,Operations and Maintenance,376.0
Libertas Academy Charter School (District),2021,Operations and Maintenance,620.0
Libertas Academy Charter School (District),2022,Operations and Maintenance,807.0
Libertas Academy Charter School (District),2023,Operations and Maintenance,653.0
Libertas Academy Charter School (District),2024,Operations and Maintenance,528.0
Libertas Academy Charter School (District),2019,Instructional Leadership,456.0
Libertas Academy Charter School (District),2020,Instructional Leadership,294.0
Libertas Academy Charter School (District),2021,Instructional Leadership,2004.0
Libertas Academy Charter School (District),2022,Instructional Leadership,2535.0
Libertas Academy Charter School (District),2023,Instructional Leadership,3060.0
Libertas Academy Charter School (District),2024,Instructional Leadership,2973.0
Libertas Academy Charter School (District),2019,Administration,2888.0
Libertas Academy Charter School (District),2020,Administration,2736.0
Libertas Academy Charter School (District),2021,Administration,3646.0
Libertas Academy Charter School (District),2022,Administration,3594.0
Libertas Academy Charter School (District),2023,Administration,2896.0
Libertas Academy Charter School (District),2024,Administration,3579.0
Libertas Academy Charter School (District),2019,"Guidance, Counseling and Testing",79.0
Libertas Academy Charter School (District),2020,"Guidance, Counseling and Testing",829.0
Libertas Academy Charter School (District),2021,"Guidance, Counseling and Testing",941.0
Libertas Academy Charter School (District),2022,"Guidance, Counseling and Testing",1343.0
Libertas Academy Charter School (District),2023,"Guidance, Counseling and Testing",675.0
Libertas Academy Charter School (District),2024,"Guidance, Counseling and Testing",876.0
Libertas Academy Charter School (District),2019,Other,1778.0
Libertas Academy Charter School (District),2020,Other,1755.0
Libertas Academy Charter School (District),2021,Other,1184.0
Libertas Academy Charter School (District),2022,Other,1445.0
Libertas Academy Charter School (District),2023,Other,1052.0
Libertas Academy Charter School (District),2024,Other,995.0
Lincoln,2009,Teachers,7521.0
Lincoln,2010,Teachers,8229.0
Lincoln,2011,Teachers,8100.0
Lincoln,2012,Teachers,7856.0
Lincoln,2013,Teachers,7760.0
Lincoln,2014,Teachers,8106.0
Lincoln,2015,Teachers,8527.0
Lincoln,2016,Teachers,8618.0
Lincoln,2017,Teachers,8751.0
Lincoln,2018,Teachers,8806.0
Lincoln,2019,Teachers,8982.0
Lincoln,2020,Teachers,9881.0
Lincoln,2021,Teachers,10874.0
Lincoln,2022,Teachers,11277.0
Lincoln,2023,Teachers,11216.0
Lincoln,2024,Teachers,11037.0
Lincoln,2009,"Insurance, Retirement and Other",3142.0
Lincoln,2010,"Insurance, Retirement and Other",3333.0
Lincoln,2011,"Insurance, Retirement and Other",2934.0
Lincoln,2012,"Insurance, Retirement and Other",2704.0
Lincoln,2013,"Insurance, Retirement and Other",2523.0
Lincoln,2014,"Insurance, Retirement and Other",2686.0
Lincoln,2015,"Insurance, Retirement and Other",2771.0
Lincoln,2016,"Insurance, Retirement and Other",2944.0
Lincoln,2017,"Insurance, Retirement and Other",3132.0
Lincoln,2018,"Insurance, Retirement and Other",3115.0
Lincoln,2019,"Insurance, Retirement and Other",3272.0
Lincoln,2020,"Insurance, Retirement and Other",3566.0
Lincoln,2021,"Insurance, Retirement and Other",3853.0
Lincoln,2022,"Insurance, Retirement and Other",4001.0
Lincoln,2023,"Insurance, Retirement and Other",4055.0
Lincoln,2024,"Insurance, Retirement and Other",4201.0
Lincoln,2009,Pupil Services,1070.0
Lincoln,2010,Pupil Services,1259.0
Lincoln,2011,Pupil Services,1178.0
Lincoln,2012,Pupil Services,1182.0
Lincoln,2013,Pupil Services,1127.0
Lincoln,2014,Pupil Services,1202.0
Lincoln,2015,Pupil Services,1252.0
Lincoln,2016,Pupil Services,1305.0
Lincoln,2017,Pupil Services,1421.0
Lincoln,2018,Pupil Services,1527.0
Lincoln,2019,Pupil Services,1590.0
Lincoln,2020,Pupil Services,1780.0
Lincoln,2021,Pupil Services,1933.0
Lincoln,2022,Pupil Services,2380.0
Lincoln,2023,Pupil Services,2150.0
Lincoln,2024,Pupil Services,2694.0
Lincoln,2009,Other Teaching Services,1745.0
Lincoln,2010,Other Teaching Services,1976.0
Lincoln,2011,Other Teaching Services,1671.0
Lincoln,2012,Other Teaching Services,1722.0
Lincoln,2013,Other Teaching Services,1924.0
Lincoln,2014,Other Teaching Services,2045.0
Lincoln,2015,Other Teaching Services,2259.0
Lincoln,2016,Other Teaching Services,2227.0
Lincoln,2017,Other Teaching Services,2069.0
Lincoln,2018,Other Teaching Services,2501.0
Lincoln,2019,Other Teaching Services,2327.0
Lincoln,2020,Other Teaching Services,2495.0
Lincoln,2021,Other Teaching Services,2359.0
Lincoln,2022,Other Teaching Services,3159.0
Lincoln,2023,Other Teaching Services,3192.0
Lincoln,2024,Other Teaching Services,3295.0
Lincoln,2009,Operations and Maintenance,1854.0
Lincoln,2010,Operations and Maintenance,2116.0
Lincoln,2011,Operations and Maintenance,2213.0
Lincoln,2012,Operations and Maintenance,1660.0
Lincoln,2013,Operations and Maintenance,1794.0
Lincoln,2014,Operations and Maintenance,1624.0
Lincoln,2015,Operations and Maintenance,1679.0
Lincoln,2016,Operations and Maintenance,1515.0
Lincoln,2017,Operations and Maintenance,1703.0
Lincoln,2018,Operations and Maintenance,1733.0
Lincoln,2019,Operations and Maintenance,1992.0
Lincoln,2020,Operations and Maintenance,2074.0
Lincoln,2021,Operations and Maintenance,2337.0
Lincoln,2022,Operations and Maintenance,2825.0
Lincoln,2023,Operations and Maintenance,2771.0
Lincoln,2024,Operations and Maintenance,2871.0
Lincoln,2009,Instructional Leadership,1469.0
Lincoln,2010,Instructional Leadership,1671.0
Lincoln,2011,Instructional Leadership,1676.0
Lincoln,2012,Instructional Leadership,1538.0
Lincoln,2013,Instructional Leadership,1575.0
Lincoln,2014,Instructional Leadership,1637.0
Lincoln,2015,Instructional Leadership,1683.0
Lincoln,2016,Instructional Leadership,1633.0
Lincoln,2017,Instructional Leadership,1781.0
Lincoln,2018,Instructional Leadership,1774.0
Lincoln,2019,Instructional Leadership,2033.0
Lincoln,2020,Instructional Leadership,2180.0
Lincoln,2021,Instructional Leadership,2305.0
Lincoln,2022,Instructional Leadership,2520.0
Lincoln,2023,Instructional Leadership,2773.0
Lincoln,2024,Instructional Leadership,2995.0
Lincoln,2009,Administration,1202.0
Lincoln,2010,Administration,1323.0
Lincoln,2011,Administration,1140.0
Lincoln,2012,Administration,1123.0
Lincoln,2013,Administration,994.0
Lincoln,2014,Administration,1182.0
Lincoln,2015,Administration,1147.0
Lincoln,2016,Administration,1181.0
Lincoln,2017,Administration,1219.0
Lincoln,2018,Administration,1306.0
Lincoln,2019,Administration,1069.0
Lincoln,2020,Administration,1217.0
Lincoln,2021,Administration,1325.0
Lincoln,2022,Administration,1327.0
Lincoln,2023,Administration,1649.0
Lincoln,2024,Administration,1715.0
Lincoln,2009,"Guidance, Counseling and Testing",376.0
Lincoln,2010,"Guidance, Counseling and Testing",487.0
Lincoln,2011,"Guidance, Counseling and Testing",489.0
Lincoln,2012,"Guidance, Counseling and Testing",475.0
Lincoln,2013,"Guidance, Counseling and Testing",418.0
Lincoln,2014,"Guidance, Counseling and Testing",478.0
Lincoln,2015,"Guidance, Counseling and Testing",496.0
Lincoln,2016,"Guidance, Counseling and Testing",493.0
Lincoln,2017,"Guidance, Counseling and Testing",598.0
Lincoln,2018,"Guidance, Counseling and Testing",595.0
Lincoln,2019,"Guidance, Counseling and Testing",787.0
Lincoln,2020,"Guidance, Counseling and Testing",677.0
Lincoln,2021,"Guidance, Counseling and Testing",794.0
Lincoln,2022,"Guidance, Counseling and Testing",715.0
Lincoln,2023,"Guidance, Counseling and Testing",732.0
Lincoln,2024,"Guidance, Counseling and Testing",828.0
Lincoln,2009,Other,1357.0
Lincoln,2010,Other,1170.0
Lincoln,2011,Other,1049.0
Lincoln,2012,Other,1072.0
Lincoln,2013,Other,893.0
Lincoln,2014,Other,865.0
Lincoln,2015,Other,906.0
Lincoln,2016,Other,1048.0
Lincoln,2017,Other,1101.0
Lincoln,2018,Other,1045.0
Lincoln,2019,Other,1041.0
Lincoln,2020,Other,1155.0
Lincoln,2021,Other,1031.0
Lincoln,2022,Other,1273.0
Lincoln,2023,Other,1734.0
Lincoln,2024,Other,1501.0
Lincoln-Sudbury,2009,Teachers,6277.0
Lincoln-Sudbury,2010,Teachers,6384.0
Lincoln-Sudbury,2011,Teachers,6402.0
Lincoln-Sudbury,2012,Teachers,6651.0
Lincoln-Sudbury,2013,Teachers,7243.0
Lincoln-Sudbury,2014,Teachers,6813.0
Lincoln-Sudbury,2015,Teachers,7159.0
Lincoln-Sudbury,2016,Teachers,7375.0
Lincoln-Sudbury,2017,Teachers,7950.0
Lincoln-Sudbury,2018,Teachers,8452.0
Lincoln-Sudbury,2019,Teachers,8813.0
Lincoln-Sudbury,2020,Teachers,9196.0
Lincoln-Sudbury,2021,Teachers,9578.0
Lincoln-Sudbury,2022,Teachers,9253.0
Lincoln-Sudbury,2023,Teachers,10034.0
Lincoln-Sudbury,2024,Teachers,10443.0
Lincoln-Sudbury,2009,"Insurance, Retirement and Other",2313.0
Lincoln-Sudbury,2010,"Insurance, Retirement and Other",2086.0
Lincoln-Sudbury,2011,"Insurance, Retirement and Other",2272.0
Lincoln-Sudbury,2012,"Insurance, Retirement and Other",2422.0
Lincoln-Sudbury,2013,"Insurance, Retirement and Other",2165.0
Lincoln-Sudbury,2014,"Insurance, Retirement and Other",1979.0
Lincoln-Sudbury,2015,"Insurance, Retirement and Other",2067.0
Lincoln-Sudbury,2016,"Insurance, Retirement and Other",2143.0
Lincoln-Sudbury,2017,"Insurance, Retirement and Other",2559.0
Lincoln-Sudbury,2018,"Insurance, Retirement and Other",2753.0
Lincoln-Sudbury,2019,"Insurance, Retirement and Other",2950.0
Lincoln-Sudbury,2020,"Insurance, Retirement and Other",3057.0
Lincoln-Sudbury,2021,"Insurance, Retirement and Other",3044.0
Lincoln-Sudbury,2022,"Insurance, Retirement and Other",2972.0
Lincoln-Sudbury,2023,"Insurance, Retirement and Other",3315.0
Lincoln-Sudbury,2024,"Insurance, Retirement and Other",3570.0
Lincoln-Sudbury,2009,Pupil Services,1353.0
Lincoln-Sudbury,2010,Pupil Services,1655.0
Lincoln-Sudbury,2011,Pupil Services,1535.0
Lincoln-Sudbury,2012,Pupil Services,1523.0
Lincoln-Sudbury,2013,Pupil Services,1518.0
Lincoln-Sudbury,2014,Pupil Services,1775.0
Lincoln-Sudbury,2015,Pupil Services,1454.0
Lincoln-Sudbury,2016,Pupil Services,1664.0
Lincoln-Sudbury,2017,Pupil Services,1852.0
Lincoln-Sudbury,2018,Pupil Services,1971.0
Lincoln-Sudbury,2019,Pupil Services,2534.0
Lincoln-Sudbury,2020,Pupil Services,1918.0
Lincoln-Sudbury,2021,Pupil Services,2062.0
Lincoln-Sudbury,2022,Pupil Services,2173.0
Lincoln-Sudbury,2023,Pupil Services,2552.0
Lincoln-Sudbury,2024,Pupil Services,2712.0
Lincoln-Sudbury,2009,Other Teaching Services,659.0
Lincoln-Sudbury,2010,Other Teaching Services,603.0
Lincoln-Sudbury,2011,Other Teaching Services,787.0
Lincoln-Sudbury,2012,Other Teaching Services,725.0
Lincoln-Sudbury,2013,Other Teaching Services,455.0
Lincoln-Sudbury,2014,Other Teaching Services,768.0
Lincoln-Sudbury,2015,Other Teaching Services,799.0
Lincoln-Sudbury,2016,Other Teaching Services,810.0
Lincoln-Sudbury,2017,Other Teaching Services,844.0
Lincoln-Sudbury,2018,Other Teaching Services,884.0
Lincoln-Sudbury,2019,Other Teaching Services,855.0
Lincoln-Sudbury,2020,Other Teaching Services,917.0
Lincoln-Sudbury,2021,Other Teaching Services,992.0
Lincoln-Sudbury,2022,Other Teaching Services,1213.0
Lincoln-Sudbury,2023,Other Teaching Services,1127.0
Lincoln-Sudbury,2024,Other Teaching Services,1341.0
Lincoln-Sudbury,2009,Operations and Maintenance,1136.0
Lincoln-Sudbury,2010,Operations and Maintenance,1255.0
Lincoln-Sudbury,2011,Operations and Maintenance,1159.0
Lincoln-Sudbury,2012,Operations and Maintenance,1096.0
Lincoln-Sudbury,2013,Operations and Maintenance,1205.0
Lincoln-Sudbury,2014,Operations and Maintenance,1137.0
Lincoln-Sudbury,2015,Operations and Maintenance,1230.0
Lincoln-Sudbury,2016,Operations and Maintenance,1244.0
Lincoln-Sudbury,2017,Operations and Maintenance,1157.0
Lincoln-Sudbury,2018,Operations and Maintenance,1205.0
Lincoln-Sudbury,2019,Operations and Maintenance,1580.0
Lincoln-Sudbury,2020,Operations and Maintenance,1517.0
Lincoln-Sudbury,2021,Operations and Maintenance,1582.0
Lincoln-Sudbury,2022,Operations and Maintenance,1744.0
Lincoln-Sudbury,2023,Operations and Maintenance,1786.0
Lincoln-Sudbury,2024,Operations and Maintenance,1665.0
Lincoln-Sudbury,2009,Instructional Leadership,1044.0
Lincoln-Sudbury,2010,Instructional Leadership,1039.0
Lincoln-Sudbury,2011,Instructional Leadership,1005.0
Lincoln-Sudbury,2012,Instructional Leadership,998.0
Lincoln-Sudbury,2013,Instructional Leadership,1203.0
Lincoln-Sudbury,2014,Instructional Leadership,1075.0
Lincoln-Sudbury,2015,Instructional Leadership,1205.0
Lincoln-Sudbury,2016,Instructional Leadership,1248.0
Lincoln-Sudbury,2017,Instructional Leadership,1359.0
Lincoln-Sudbury,2018,Instructional Leadership,1134.0
Lincoln-Sudbury,2019,Instructional Leadership,1447.0
Lincoln-Sudbury,2020,Instructional Leadership,1147.0
Lincoln-Sudbury,2021,Instructional Leadership,1318.0
Lincoln-Sudbury,2022,Instructional Leadership,1558.0
Lincoln-Sudbury,2023,Instructional Leadership,1586.0
Lincoln-Sudbury,2024,Instructional Leadership,1632.0
Lincoln-Sudbury,2009,Administration,535.0
Lincoln-Sudbury,2010,Administration,523.0
Lincoln-Sudbury,2011,Administration,551.0
Lincoln-Sudbury,2012,Administration,497.0
Lincoln-Sudbury,2013,Administration,428.0
Lincoln-Sudbury,2014,Administration,609.0
Lincoln-Sudbury,2015,Administration,659.0
Lincoln-Sudbury,2016,Administration,699.0
Lincoln-Sudbury,2017,Administration,633.0
Lincoln-Sudbury,2018,Administration,620.0
Lincoln-Sudbury,2019,Administration,470.0
Lincoln-Sudbury,2020,Administration,496.0
Lincoln-Sudbury,2021,Administration,488.0
Lincoln-Sudbury,2022,Administration,509.0
Lincoln-Sudbury,2023,Administration,563.0
Lincoln-Sudbury,2024,Administration,599.0
Lincoln-Sudbury,2009,"Guidance, Counseling and Testing",740.0
Lincoln-Sudbury,2010,"Guidance, Counseling and Testing",704.0
Lincoln-Sudbury,2011,"Guidance, Counseling and Testing",775.0
Lincoln-Sudbury,2012,"Guidance, Counseling and Testing",763.0
Lincoln-Sudbury,2013,"Guidance, Counseling and Testing",763.0
Lincoln-Sudbury,2014,"Guidance, Counseling and Testing",894.0
Lincoln-Sudbury,2015,"Guidance, Counseling and Testing",946.0
Lincoln-Sudbury,2016,"Guidance, Counseling and Testing",988.0
Lincoln-Sudbury,2017,"Guidance, Counseling and Testing",1069.0
Lincoln-Sudbury,2018,"Guidance, Counseling and Testing",1121.0
Lincoln-Sudbury,2019,"Guidance, Counseling and Testing",1222.0
Lincoln-Sudbury,2020,"Guidance, Counseling and Testing",1219.0
Lincoln-Sudbury,2021,"Guidance, Counseling and Testing",1324.0
Lincoln-Sudbury,2022,"Guidance, Counseling and Testing",1240.0
Lincoln-Sudbury,2023,"Guidance, Counseling and Testing",1424.0
Lincoln-Sudbury,2024,"Guidance, Counseling and Testing",1537.0
Lincoln-Sudbury,2009,Other,426.0
Lincoln-Sudbury,2010,Other,504.0
Lincoln-Sudbury,2011,Other,372.0
Lincoln-Sudbury,2012,Other,350.0
Lincoln-Sudbury,2013,Other,454.0
Lincoln-Sudbury,2014,Other,558.0
Lincoln-Sudbury,2015,Other,632.0
Lincoln-Sudbury,2016,Other,509.0
Lincoln-Sudbury,2017,Other,562.0
Lincoln-Sudbury,2018,Other,736.0
Lincoln-Sudbury,2019,Other,554.0
Lincoln-Sudbury,2020,Other,460.0
Lincoln-Sudbury,2021,Other,546.0
Lincoln-Sudbury,2022,Other,506.0
Lincoln-Sudbury,2023,Other,747.0
Lincoln-Sudbury,2024,Other,685.0
Littleton,2009,Teachers,4216.0
Littleton,2010,Teachers,4443.0
Littleton,2011,Teachers,4816.0
Littleton,2012,Teachers,4743.0
Littleton,2013,Teachers,4405.0
Littleton,2014,Teachers,4747.0
Littleton,2015,Teachers,4870.0
Littleton,2016,Teachers,4975.0
Littleton,2017,Teachers,5414.0
Littleton,2018,Teachers,5643.0
Littleton,2019,Teachers,5509.0
Littleton,2020,Teachers,5655.0
Littleton,2021,Teachers,6039.0
Littleton,2022,Teachers,6011.0
Littleton,2023,Teachers,6337.0
Littleton,2024,Teachers,6625.0
Littleton,2009,"Insurance, Retirement and Other",1388.0
Littleton,2010,"Insurance, Retirement and Other",1611.0
Littleton,2011,"Insurance, Retirement and Other",1753.0
Littleton,2012,"Insurance, Retirement and Other",1672.0
Littleton,2013,"Insurance, Retirement and Other",1732.0
Littleton,2014,"Insurance, Retirement and Other",1944.0
Littleton,2015,"Insurance, Retirement and Other",1960.0
Littleton,2016,"Insurance, Retirement and Other",2071.0
Littleton,2017,"Insurance, Retirement and Other",2354.0
Littleton,2018,"Insurance, Retirement and Other",2451.0
Littleton,2019,"Insurance, Retirement and Other",2501.0
