Year,Cohort,District,FTE_In_District,FTE_Out_District,FTE_Foundation,Teachers_PPE,"Insurance, Retirement and Other_PPE",Pupil Services_PPE,Other Teaching Services_PPE,Operations and Maintenance_PPE,Instructional Leadership_PPE,Administration_PPE,"Guidance, Counseling and Testing_PPE",Other_PPE,Ch70 Aid,Req NSS (minus Ch70),Actual NSS (minus Req NSS)
2011,Medium,Amherst,,,,6355.0,3821.0,973.0,1923.0,1636.0,965.0,735.0,362.0,606.0,4264.449852507375,6080.30383480826,5231.456342182892
2011,Medium,Amherst-Pelham,,,,6254.0,3673.0,1588.0,1313.0,1559.0,1209.0,687.0,617.0,900.0,5283.954808806489,6365.596755504055,2746.479721900348
2011,Medium,Athol-Royalston,,,,4952.0,2279.0,1738.0,1422.0,977.0,1048.0,413.0,436.0,588.0,8755.543049792532,1091.2660788381745,882.6763485477178
2011,Medium,Berkshire Hills,,,,5722.0,3345.0,1706.0,934.0,1251.0,860.0,735.0,434.0,619.0,,,
2011,Medium,Easthampton,,,,5178.0,2197.0,1130.0,851.0,1067.0,705.0,479.0,453.0,371.0,4156.9613473219215,5493.801214798454,608.2053009387083
2011,Medium,Gateway,,,,4512.0,2286.0,1934.0,1261.0,1111.0,1190.0,644.0,404.0,426.0,4480.030819140308,4846.503649635037,1136.764801297648
2011,Medium,Gill-Montague,,,,4914.0,3306.0,1562.0,1216.0,1608.0,1115.0,669.0,540.0,613.0,5309.536672629696,4678.841681574239,2986.8774597495526
2011,Medium,Granby,,,,4222.0,1136.0,1325.0,657.0,647.0,599.0,478.0,724.0,209.0,4436.214214214214,4361.5695695695695,590.7437437437437
2011,Medium,Hoosac Valley Regional,,,,4448.0,3039.0,1233.0,889.0,1011.0,609.0,399.0,261.0,271.0,,,
2011,Medium,Mohawk Trail,,,,5144.0,2847.0,1871.0,1457.0,1431.0,1072.0,657.0,436.0,651.0,,,
2011,Medium,Monson,,,,3986.0,1712.0,1260.0,1363.0,890.0,783.0,360.0,364.0,455.0,5128.610795454545,3623.860085227273,203.51974431818235
2011,Medium,North Adams,,,,6083.0,3039.0,1350.0,841.0,1187.0,1648.0,466.0,350.0,155.0,,,
2011,Medium,Palmer,,,,4604.0,2328.0,1414.0,821.0,844.0,590.0,354.0,277.0,514.0,5793.504983388704,3505.968438538206,191.95404208194907
2011,Medium,Pioneer Valley,,,,4745.0,2512.0,1384.0,1460.0,1013.0,801.0,441.0,350.0,528.0,,,
2011,Medium,Southwick-Tolland-Granville Regional School District,,,,4655.0,1342.0,1151.0,861.0,757.0,719.0,294.0,479.0,467.0,,,
2011,Medium,Ware,,,,4204.0,2495.0,1310.0,998.0,818.0,637.0,519.0,401.0,88.0,5696.304593639576,3666.512518635581,-419.2253101550148
2011,Large,Agawam,,,,4354.0,1850.0,1045.0,1088.0,1072.0,678.0,415.0,471.0,661.0,3885.961655365911,4888.085807809212,1661.5862988075758
2011,Large,Belchertown,,,,3857.0,1547.0,1152.0,726.0,1022.0,905.0,406.0,282.0,567.0,4838.4431606410735,3713.896757361163,525.3934401789047
2011,Large,Central Berkshire,,,,4475.0,2781.0,1533.0,1138.0,1122.0,804.0,545.0,422.0,496.0,,,
2011,Large,Chicopee,,,,4982.0,1891.0,1441.0,954.0,1010.0,949.0,522.0,300.0,503.0,6714.666404302768,3425.0451265905813,213.18116227207136
2011,Large,East Longmeadow,,,,4625.0,1464.0,870.0,1282.0,763.0,515.0,393.0,355.0,684.0,,,
2011,Large,Greenfield,,,,4679.0,2469.0,1081.0,1058.0,1204.0,880.0,457.0,116.0,1398.0,4880.220115850448,4673.218536071617,2058.3125855713542
2011,Large,Hampden-Wilbraham,,,,4232.0,1671.0,1245.0,906.0,938.0,655.0,395.0,414.0,289.0,3109.061919504644,5335.379960596679,1085.311004784689
2011,Large,Holyoke,,,,5589.0,2171.0,1702.0,1507.0,1115.0,1215.0,541.0,406.0,1053.0,9631.46236720036,1320.0517133024082,120.24785276073708
2011,Large,Longmeadow,,,,4913.0,1412.0,728.0,1129.0,1087.0,668.0,472.0,660.0,538.0,1366.5409562019393,7128.638916750251,2609.450484787696
2011,Large,Ludlow,,,,4342.0,2168.0,1226.0,911.0,774.0,789.0,436.0,365.0,399.0,4281.890084033614,4571.637983193277,1314.7166386554622
2011,Large,Northampton,,,,4338.0,2140.0,1036.0,1354.0,1110.0,792.0,565.0,404.0,435.0,2484.132481751825,7129.686496350365,976.6714598540148
2011,Large,Pittsfield,,,,4506.0,2653.0,909.0,1103.0,1196.0,1128.0,319.0,414.0,796.0,5650.335401750199,4127.436117740653,1127.3928719172638
2011,Large,South Hadley,,,,5121.0,1967.0,1019.0,1124.0,1062.0,631.0,506.0,355.0,807.0,,,
2011,Large,West Springfield,,,,4630.0,1926.0,1249.0,1088.0,873.0,726.0,319.0,562.0,445.0,,,
2011,Large,Westfield,,,,4735.0,2625.0,1196.0,1007.0,933.0,849.0,301.0,457.0,582.0,5321.861745849088,3949.433174420516,839.4660858129217
2011,Springfield,Springfield,,,,4750.0,2280.0,1729.0,1146.0,1262.0,892.0,446.0,427.0,2068.0,9281.214449743862,1611.4284535966372,-34.79858608206471
2012,Tiny,Chesterfield-Goshen,,,,4921.0,1523.0,1323.0,1002.0,1029.0,816.0,555.0,147.0,464.0,4566.4331210191085,4797.089171974522,2990.0891719745223
2012,Tiny,Clarksburg,,,,4314.0,2818.0,1407.0,1371.0,791.0,880.0,592.0,285.0,692.0,7230.7231404958675,2271.4752066115702,608.7196280991732
2012,Tiny,Conway,,,,4132.0,1600.0,1216.0,2192.0,985.0,791.0,948.0,525.0,442.0,4058.5890410958905,6765.260273972603,2297.750342465754
2012,Tiny,Erving,,,,5582.0,4192.0,1574.0,2868.0,1698.0,1279.0,1250.0,437.0,956.0,1496.868131868132,7492.3003663003665,4598.500915750916
2012,Tiny,Farmington River Reg,,,,4589.0,4658.0,3486.0,2130.0,1803.0,1902.0,846.0,204.0,891.0,,,
2012,Tiny,Florida,,,,4118.0,2583.0,1877.0,1038.0,1066.0,1284.0,680.0,80.0,474.0,6302.702380952381,4572.166666666667,3182.867857142856
2012,Tiny,Hancock,,,,6779.0,430.0,1199.0,755.0,641.0,837.0,494.0,0.0,771.0,2047.956989247312,8153.623655913979,866.4516129032259
2012,Tiny,Hawlemont,,,,4879.0,2737.0,1361.0,1697.0,1671.0,1426.0,1063.0,243.0,422.0,6562.358695652174,4912.891304347826,3591.8478260869565
2012,Tiny,Leverett,,,,6301.0,2499.0,1249.0,2346.0,1741.0,1244.0,888.0,350.0,766.0,2170.7804878048782,7552.747967479675,7737.278455284553
2012,Tiny,New Salem-Wendell,,,,4594.0,2757.0,888.0,2462.0,1522.0,1804.0,902.0,382.0,765.0,,,
2012,Tiny,Pelham,,,,5576.0,2897.0,1058.0,2026.0,884.0,1064.0,391.0,449.0,366.0,3181.044117647059,7061.64705882353,9576.125
2012,Tiny,Petersham,,,,4432.0,1214.0,1609.0,2123.0,1597.0,994.0,489.0,653.0,402.0,6344.590909090909,5815.742424242424,4337.818181818182
2012,Tiny,Richmond,,,,7716.0,2427.0,934.0,1161.0,1398.0,885.0,247.0,576.0,464.0,2065.74375,10185.7,7075.21875
2012,Tiny,Rowe,,,,7082.0,5216.0,2205.0,1716.0,1424.0,1947.0,3029.0,197.0,1068.0,1109.032786885246,8213.803278688525,16770.383606557374
2012,Tiny,Savoy,,,,4665.0,5877.0,1365.0,2167.0,1049.0,1647.0,1043.0,168.0,543.0,6316.949367088608,4222.025316455696,2507.5898734177213
2012,Tiny,Shutesbury,,,,5169.0,2690.0,1222.0,2193.0,1276.0,1198.0,836.0,334.0,865.0,4144.094202898551,4728.978260869565,6304.304347826087
2012,Tiny,Sunderland,,,,4818.0,1660.0,1342.0,2793.0,1306.0,879.0,747.0,387.0,550.0,5168.14375,6915.46875,2511.86875
2012,Tiny,Westhampton,,,,4936.0,1811.0,993.0,1079.0,780.0,1057.0,474.0,337.0,436.0,3277.185185185185,6101.881481481481,3381.903703703704
2012,Tiny,Whately,,,,4583.0,2375.0,1594.0,2765.0,1946.0,1087.0,813.0,667.0,670.0,2601.296703296703,6279.120879120879,12286.407142857144
2012,Tiny,Williamsburg,,,,6446.0,1526.0,1052.0,991.0,1263.0,824.0,583.0,216.0,543.0,2349.0338983050847,6842.118644067797,3097.5697740113
2012,Small,Deerfield,,,,4598.0,1473.0,1375.0,2279.0,680.0,655.0,733.0,253.0,470.0,2547.377171215881,6706.669975186104,1868.6833746898271
2012,Small,Frontier,,,,5937.0,2854.0,1544.0,1061.0,1283.0,961.0,462.0,623.0,853.0,4199.984472049689,7165.5046583850935,2942.501552795031
2012,Small,Hadley,,,,4596.0,1270.0,1105.0,613.0,920.0,588.0,937.0,169.0,691.0,1131.492283950617,7874.947530864198,1884.1555555555556
2012,Small,Hampshire,,,,5158.0,2594.0,1703.0,864.0,958.0,980.0,506.0,540.0,707.0,3848.8739076154807,5530.666666666667,2633.65418227216
2012,Small,Hatfield,,,,4168.0,1039.0,1173.0,1340.0,1153.0,571.0,719.0,270.0,355.0,2080.9696132596687,8275.903314917126,2397.425414364641
2012,Small,Lee,,,,5273.0,2976.0,1278.0,1446.0,1134.0,759.0,635.0,477.0,562.0,2634.8475274725274,7460.526098901098,3565.292307692309
2012,Small,Lenox,,,,6271.0,2822.0,1252.0,1099.0,1344.0,795.0,648.0,436.0,774.0,1798.4340222575518,8997.262321144673,5932.941176470588
2012,Small,Mount Greylock,,,,5942.0,3891.0,1834.0,1363.0,1563.0,704.0,423.0,596.0,937.0,,,
2012,Small,Orange,,,,3655.0,2623.0,1385.0,989.0,979.0,798.0,335.0,294.0,174.0,7777.962006079028,3291.3297872340427,-412.04346504559214
2012,Small,Ralph C Mahar,,,,4353.0,2244.0,1849.0,655.0,1344.0,825.0,637.0,539.0,954.0,,,
2012,Small,Southampton,,,,4527.0,1272.0,793.0,874.0,583.0,619.0,423.0,210.0,296.0,4783.2268244575935,5035.2702169625245,326.1563116370809
2012,Small,Southern Berkshire,,,,5699.0,3770.0,2038.0,1859.0,1396.0,1093.0,677.0,474.0,636.0,,,
2012,Medium,Amherst,,,,6963.0,3852.0,975.0,2345.0,1436.0,1032.0,709.0,411.0,931.0,4545.455824863175,6513.447224394058,5637.515441751369
2012,Medium,Amherst-Pelham,,,,6199.0,3811.0,1618.0,1468.0,1468.0,1397.0,789.0,684.0,417.0,5567.132361870067,6758.983606557377,3363.5482695810565
2012,Medium,Athol-Royalston,,,,5023.0,2944.0,1746.0,1389.0,1126.0,1060.0,455.0,421.0,315.0,8998.573700954401,1152.1171792152704,730.7534464475079
2012,Medium,Berkshire Hills,,,,5780.0,3239.0,1828.0,941.0,1292.0,1182.0,1076.0,433.0,402.0,,,
2012,Medium,Easthampton,,,,4927.0,2105.0,682.0,699.0,897.0,623.0,506.0,532.0,177.0,4228.308379888268,5694.986592178771,396.9941899441349
2012,Medium,Gateway,,,,4540.0,2327.0,1966.0,1250.0,1180.0,1154.0,663.0,437.0,344.0,4804.094290657439,5170.684256055363,972.8217993079584
2012,Medium,Gill-Montague,,,,5156.0,3446.0,1628.0,1191.0,1568.0,1194.0,581.0,571.0,878.0,5342.819158460161,4765.146821844226,2858.109221128021
2012,Medium,Granby,,,,4125.0,1158.0,1367.0,681.0,689.0,618.0,499.0,891.0,217.0,4477.959798994975,4511.209045226131,380.6763819095477
2012,Medium,Hoosac Valley Regional,,,,4774.0,2755.0,1357.0,992.0,934.0,641.0,402.0,299.0,211.0,,,
2012,Medium,Mohawk Trail,,,,4982.0,2953.0,1902.0,1445.0,1437.0,1137.0,645.0,449.0,531.0,,,
2012,Medium,Monson,,,,4039.0,1920.0,1259.0,1350.0,742.0,836.0,378.0,415.0,444.0,5318.571428571428,3810.08717948718,246.22157509157452
2012,Medium,North Adams,,,,6039.0,2923.0,1309.0,741.0,1126.0,2063.0,499.0,347.0,134.0,,,
2012,Medium,Palmer,,,,4460.0,2248.0,1364.0,746.0,708.0,706.0,332.0,330.0,493.0,6217.044917257684,3776.727541371158,-251.81486406619385
2012,Medium,Pioneer Valley,,,,5276.0,2608.0,1710.0,1109.0,1124.0,835.0,428.0,345.0,463.0,,,
2012,Medium,Southwick-Tolland-Granville Regional School District,,,,4870.0,1271.0,1230.0,803.0,690.0,839.0,332.0,502.0,394.0,,,
2012,Medium,Ware,,,,4023.0,2451.0,1091.0,1306.0,942.0,667.0,463.0,418.0,199.0,5850.93285198556,4201.660515429131,-696.722898100611
2012,Large,Agawam,,,,4697.0,2174.0,1142.0,1120.0,949.0,743.0,485.0,424.0,566.0,4135.933333333333,5010.9498817966905,1852.941879432624
2012,Large,Belchertown,,,,4102.0,1617.0,1211.0,739.0,1131.0,900.0,518.0,321.0,447.0,4931.619278005211,3808.0133978414583,589.9743208038705
2012,Large,Central Berkshire,,,,4708.0,2885.0,1645.0,1218.0,1075.0,911.0,484.0,431.0,425.0,,,
2012,Large,Chicopee,,,,5057.0,1822.0,1360.0,959.0,1019.0,993.0,494.0,226.0,651.0,6940.399896466935,3446.18739484923,154.02915749967607
2012,Large,East Longmeadow,,,,5134.0,1477.0,953.0,1169.0,722.0,564.0,450.0,416.0,374.0,,,
2012,Large,Greenfield,,,,4010.0,2309.0,1032.0,1041.0,1138.0,1360.0,471.0,117.0,1081.0,5103.743208610968,4698.069195284469,2087.8366478728863
2012,Large,Hampden-Wilbraham,,,,4520.0,1749.0,1353.0,925.0,1059.0,651.0,421.0,490.0,349.0,3147.9022108843537,5507.805555555556,1207.8789682539682
2012,Large,Holyoke,,,,5763.0,2223.0,1556.0,1488.0,1143.0,1144.0,595.0,386.0,1189.0,9996.57593250444,1311.8901716992302,-31.017724985198345
2012,Large,Longmeadow,,,,5070.0,1526.0,755.0,1156.0,1035.0,728.0,505.0,467.0,644.0,1404.3971291866028,7341.598427887901,2995.855468215995
2012,Large,Ludlow,,,,4362.0,2454.0,1268.0,934.0,775.0,747.0,502.0,428.0,375.0,4445.817379497624,4684.980312287848,1379.7188221317035
2012,Large,Northampton,,,,4288.0,2091.0,880.0,1397.0,979.0,783.0,526.0,424.0,604.0,2496.557460780737,7309.6493980299165,1185.4224735497994
2012,Large,Pittsfield,,,,4667.0,2596.0,958.0,1112.0,1119.0,1044.0,294.0,417.0,719.0,5898.900271695701,4282.37973469714,902.462042512386
2012,Large,South Hadley,,,,5250.0,1994.0,1055.0,1218.0,1060.0,679.0,513.0,363.0,970.0,,,
2012,Large,West Springfield,,,,4640.0,2111.0,1313.0,1126.0,806.0,689.0,290.0,573.0,562.0,,,
2012,Large,Westfield,,,,4871.0,2616.0,1172.0,934.0,841.0,789.0,252.0,474.0,345.0,5525.751612903226,4186.685229202038,899.4078098471987
2012,Springfield,Springfield,,,,4711.0,2474.0,1965.0,1130.0,1176.0,1173.0,645.0,388.0,1143.0,9757.103202720897,1246.7487415522155,-84.21914472659482
2013,Tiny,Chesterfield-Goshen,,,,5207.0,1505.0,1411.0,924.0,1021.0,827.0,583.0,177.0,481.0,4520.8125,4907.61875,2353.49375
2013,Tiny,Clarksburg,,,,4909.0,2790.0,1449.0,1681.0,938.0,1050.0,666.0,385.0,416.0,7782.632743362832,2520.1858407079644,801.1171637384007
2013,Tiny,Conway,,,,4188.0,1602.0,1306.0,2513.0,1061.0,839.0,1046.0,457.0,584.0,3743.4625,6927.34375,1256.6226141606312
2013,Tiny,Erving,,,,6610.0,4416.0,1667.0,3594.0,1681.0,1319.0,1254.0,446.0,771.0,1642.529411764706,8044.9254901960785,6628.217049368648
2013,Tiny,Farmington River Reg,,,,4613.0,5293.0,3833.0,2743.0,1718.0,1714.0,1225.0,387.0,1498.0,,,
2013,Tiny,Florida,,,,3924.0,3405.0,1695.0,1504.0,1031.0,1393.0,916.0,49.0,178.0,6576.135802469136,4801.407407407408,4264.233278316937
2013,Tiny,Hancock,,,,7897.0,474.0,1388.0,1660.0,808.0,749.0,497.0,379.0,437.0,2003.5051546391755,7996.896907216495,1666.6700363165517
2013,Tiny,Hawlemont,,,,4587.0,3031.0,1597.0,2054.0,2044.0,1897.0,872.0,220.0,588.0,6674.472527472528,5144.9670329670325,3504.868131868132
2013,Tiny,Leverett,,,,6138.0,2753.0,1259.0,2540.0,1479.0,1257.0,925.0,354.0,616.0,2283.747899159664,7699.966386554622,8729.768368558873
2013,Tiny,New Salem-Wendell,,,,4578.0,2781.0,911.0,2649.0,1347.0,1798.0,936.0,388.0,678.0,,,
2013,Tiny,Pelham,,,,5035.0,3052.0,967.0,1937.0,992.0,1113.0,664.0,617.0,658.0,3473.5079365079364,7662.619047619048,11523.788241575236
2013,Tiny,Petersham,,,,4719.0,2126.0,1765.0,2300.0,1961.0,1210.0,669.0,755.0,440.0,6384.590909090909,6006.484848484848,4453.833333333333
2013,Tiny,Richmond,,,,9006.0,2785.0,1179.0,1282.0,1458.0,906.0,475.0,610.0,664.0,2105.74375,9096.2875,9655.74375
2013,Tiny,Rowe,,,,8463.0,6490.0,3450.0,2089.0,862.0,2392.0,2186.0,219.0,885.0,1573.7619047619048,8170.031746031746,16568.11111111111
2013,Tiny,Savoy,,,,5023.0,3905.0,1359.0,2106.0,944.0,1827.0,1160.0,149.0,432.0,6606.302631578948,4112.973684210527,977.0019710538096
2013,Tiny,Shutesbury,,,,5509.0,2564.0,1283.0,2179.0,1251.0,1227.0,877.0,345.0,704.0,4090.730490965035,4872.636363636365,5970.870907636363
2013,Tiny,Sunderland,,,,4466.0,1309.0,1397.0,3071.0,1251.0,908.0,763.0,432.0,423.0,5409.5,7608.162337662337,2207.2673369260965
2013,Tiny,Westhampton,,,,4994.0,1959.0,999.0,1224.0,798.0,1030.0,449.0,311.0,429.0,3443.230769230769,6683.6,4263.140009166828
2013,Tiny,Whately,,,,4604.0,2648.0,1516.0,2806.0,1235.0,966.0,742.0,452.0,480.0,2531.768421052632,6772.1894736842105,11184.851746009548
2013,Tiny,Williamsburg,,,,6442.0,2198.0,1145.0,1152.0,1043.0,806.0,485.0,217.0,428.0,2428.4303844748606,7098.122905027933,3688.451364551577
2013,Small,Deerfield,,,,4529.0,1617.0,1277.0,2211.0,804.0,689.0,871.0,309.0,549.0,2706.475324675325,7101.189610389611,2388.734355347088
2013,Small,Frontier,,,,6058.0,2973.0,1637.0,1353.0,1385.0,1008.0,544.0,720.0,797.0,4388.536977491962,7465.196141479099,3490.032154340836
2013,Small,Hadley,,,,4615.0,1478.0,1388.0,587.0,957.0,702.0,691.0,180.0,579.0,1247.1686205084095,8190.192660550459,1500.2365593244035
2013,Small,Hampshire,,,,5498.0,2611.0,1802.0,840.0,936.0,957.0,482.0,563.0,822.0,3997.571245186136,5800.97432605905,3034.627727856226
2013,Small,Hatfield,,,,5003.0,1418.0,1430.0,1531.0,1303.0,776.0,943.0,335.0,429.0,2138.359331476323,8561.122562674094,2784.898715678109
2013,Small,Lee,,,,5741.0,3272.0,1467.0,1580.0,1250.0,829.0,677.0,517.0,595.0,2696.74376731302,7753.890581717452,3912.8905817174514
2013,Small,Lenox,,,,6786.0,2928.0,1261.0,1189.0,1411.0,860.0,647.0,464.0,905.0,1861.6022544283412,9082.806763285023,6670.9194847020935
2013,Small,Mount Greylock,,,,6575.0,3703.0,1930.0,1262.0,1840.0,1086.0,515.0,728.0,902.0,,,
2013,Small,Orange,,,,4370.0,2659.0,1527.0,881.0,1136.0,827.0,599.0,350.0,315.0,8268.13344051447,3315.525080385852,-286.93705114683473
2013,Small,Ralph C Mahar,,,,4884.0,2057.0,2095.0,493.0,1392.0,959.0,633.0,493.0,548.0,,,
2013,Small,Southampton,,,,4621.0,1305.0,715.0,857.0,571.0,622.0,395.0,219.0,401.0,5124.058700209644,5357.067085953879,342.6814518533842
2013,Small,Southern Berkshire,,,,6111.0,4296.0,2151.0,2063.0,1465.0,1199.0,705.0,498.0,622.0,,,
2013,Medium,Amherst,,,,6804.0,3941.0,1084.0,2621.0,1399.0,1153.0,787.0,469.0,1098.0,4621.275019700552,6745.939322301025,6097.283184621574
2013,Medium,Amherst-Pelham,,,,6533.0,3526.0,1639.0,1588.0,1481.0,1390.0,987.0,652.0,459.0,5735.0726708074535,7055.811180124224,3735.101863354037
2013,Medium,Athol-Royalston,,,,4739.0,3081.0,1702.0,1165.0,942.0,1166.0,501.0,458.0,332.0,9431.981184283342,1265.441615938019,462.4377421140011
2013,Medium,Berkshire Hills,,,,5781.0,3358.0,1964.0,1022.0,1278.0,1364.0,820.0,452.0,329.0,,,
2013,Medium,Easthampton,,,,4719.0,1816.0,1044.0,823.0,943.0,698.0,538.0,515.0,269.0,4214.667402095974,5803.228902371759,340.9757049333528
2013,Medium,Gateway,,,,4717.0,2412.0,2116.0,1404.0,1234.0,1179.0,750.0,514.0,346.0,4950.285587975243,5326.303271441203,839.7577365163572
2013,Medium,Gill-Montague,,,,4864.0,3265.0,1671.0,1392.0,1463.0,1118.0,626.0,542.0,1107.0,5664.815268614515,5120.114985862394,3517.670122525919
2013,Medium,Granby,,,,4928.0,1313.0,1549.0,906.0,785.0,649.0,544.0,829.0,209.0,4764.888653234359,4902.685047720042,619.1928262789205
2013,Medium,Hoosac Valley Regional,,,,4824.0,3030.0,1460.0,1128.0,885.0,727.0,545.0,362.0,520.0,,,
2013,Medium,Mohawk Trail,,,,5375.0,3195.0,2075.0,1638.0,1637.0,1341.0,545.0,440.0,516.0,,,
2013,Medium,Monson,,,,4198.0,1624.0,1471.0,1352.0,802.0,976.0,439.0,534.0,418.0,5603.103448275862,4053.804597701149,238.5874032373087
2013,Medium,North Adams,,,,5275.0,3081.0,1380.0,1238.0,1190.0,1555.0,602.0,336.0,481.0,,,
2013,Medium,Palmer,,,,5025.0,2494.0,1323.0,821.0,781.0,677.0,358.0,325.0,419.0,6392.19806763285,4164.818689613527,-540.9286578367689
2013,Medium,Pioneer Valley,,,,6118.0,2785.0,2289.0,1569.0,1282.0,995.0,435.0,376.0,1118.0,,,
2013,Medium,Ware,,,,4394.0,2322.0,1651.0,1208.0,1001.0,1094.0,468.0,405.0,166.0,5989.927060539752,4641.619412012652,-476.7463067712658
2013,Large,Agawam,,,,4708.0,2100.0,1156.0,1163.0,922.0,633.0,485.0,443.0,663.0,4417.501266274613,5196.531823599523,1895.2976987421812
2013,Large,Belchertown,,,,4135.0,1661.0,1245.0,953.0,982.0,830.0,429.0,369.0,470.0,5142.526376588371,4031.3530997304574,536.1805085410731
2013,Large,Central Berkshire,,,,5078.0,2892.0,1612.0,1232.0,1279.0,925.0,544.0,481.0,577.0,,,
2013,Large,Chicopee,,,,5129.0,1937.0,1439.0,1055.0,1064.0,1084.0,524.0,237.0,566.0,7228.536258064516,3533.197677419355,201.0911046992598
2013,Large,East Longmeadow,,,,5308.0,1538.0,984.0,1258.0,804.0,615.0,486.0,440.0,452.0,,,
2013,Large,Greenfield,,,,4290.0,2455.0,1136.0,1001.0,1164.0,1119.0,553.0,114.0,961.0,5280.484518734383,4758.796473551637,2171.481074143764
2013,Large,Hampden-Wilbraham,,,,4868.0,1791.0,1401.0,1061.0,964.0,726.0,474.0,485.0,402.0,3315.0808021232674,5869.946918313182,1231.2102624594515
2013,Large,Holyoke,,,,5845.0,2230.0,1832.0,1680.0,1242.0,1129.0,601.0,448.0,1212.0,10324.92611862643,1398.5003344730192,84.74855163265022
2013,Large,Longmeadow,,,,5301.0,1520.0,805.0,1167.0,1109.0,805.0,546.0,486.0,610.0,1460.4168683028,7573.8893881783615,3034.729267908845
2013,Large,Ludlow,,,,4346.0,2416.0,1270.0,954.0,809.0,746.0,474.0,419.0,515.0,4627.522942206655,4989.105429071804,1313.846105832601
2013,Large,Northampton,,,,4322.0,2249.0,849.0,1344.0,972.0,767.0,492.0,474.0,585.0,2505.080691642652,7494.198847262248,1059.42743583975
2013,Large,Pittsfield,,,,4998.0,2679.0,990.0,1140.0,1070.0,743.0,279.0,388.0,851.0,6126.928739340531,4483.891539081386,1000.0028622378334
2013,Large,South Hadley,,,,5251.0,2025.0,1253.0,1190.0,1043.0,705.0,546.0,386.0,1042.0,,,
2013,Large,Southwick-Tolland-Granville Regional School District,,,,4908.0,1291.0,1270.0,857.0,747.0,894.0,345.0,507.0,440.0,,,
2013,Large,West Springfield,,,,4658.0,1587.0,1402.0,1158.0,820.0,709.0,296.0,567.0,565.0,,,
2013,Large,Westfield,,,,5132.0,2538.0,1220.0,1075.0,811.0,792.0,242.0,499.0,470.0,5599.026439057304,4383.07447712974,1067.020949573773
2013,Springfield,Springfield,,,,4848.0,2437.0,1783.0,1051.0,1132.0,1257.0,550.0,400.0,1424.0,10226.8847626203,1328.8934413456716,-144.37496999826615
2014,Tiny,Chesterfield-Goshen,,,,5549.0,1651.0,1389.0,864.0,1474.0,931.0,761.0,216.0,739.0,4661.7307692307695,5110.102564102564,3357.8205128205127
2014,Tiny,Clarksburg,,,,4957.0,2602.0,1489.0,1848.0,885.0,909.0,643.0,281.0,461.0,8440.66985645933,2759.7416267942585,578.6980840530821
2014,Tiny,Conway,,,,4647.0,1741.0,1405.0,2573.0,1224.0,898.0,516.0,573.0,728.0,4018.026666666666,7115.926666666666,2132.0822280678726
2014,Tiny,Erving,,,,6921.0,4876.0,1659.0,4068.0,2004.0,1468.0,1306.0,472.0,570.0,1605.5471698113208,7937.041509433962,6617.92167713161
2014,Tiny,Farmington River Reg,,,,5501.0,6115.0,4104.0,3344.0,1965.0,1784.0,1474.0,528.0,1869.0,,,
2014,Tiny,Florida,,,,5103.0,4869.0,1978.0,1405.0,1329.0,1535.0,804.0,104.0,613.0,6147.609195402299,4771.505747126437,5646.559348117512
2014,Tiny,Hancock,,,,7263.0,460.0,1069.0,1616.0,989.0,1598.0,500.0,376.0,402.0,1949.158415841584,8122.316831683168,1402.0756147685668
2014,Tiny,Hawlemont,,,,5179.0,2978.0,1625.0,2019.0,2319.0,1622.0,1020.0,248.0,381.0,6222.724489795918,5509.010204081633,2917.1428571428573
2014,Tiny,Leverett,,,,7547.0,3245.0,1980.0,2352.0,2421.0,1393.0,1029.0,412.0,556.0,2328.101694915254,7923.491525423728,7671.33408072508
2014,Tiny,New Salem-Wendell,,,,5573.0,2760.0,972.0,2452.0,1482.0,1816.0,940.0,421.0,746.0,,,
2014,Tiny,Pelham,,,,6090.0,3283.0,951.0,2063.0,947.0,1252.0,796.0,664.0,639.0,3291.134328358209,8454.880597014926,10168.08370861392
2014,Tiny,Petersham,,,,5575.0,2874.0,1733.0,1278.0,1732.0,1508.0,567.0,720.0,434.0,7048.05,7314.083333333333,7054.1
2014,Tiny,Richmond,,,,7151.0,3180.0,1262.0,1089.0,1771.0,976.0,473.0,658.0,600.0,2364.715277777778,9313.458333333334,9485.187757096994
2014,Tiny,Rowe,,,,8437.0,6272.0,3976.0,1611.0,683.0,2506.0,2161.0,207.0,479.0,1574.171875,8244.953125,13463.637421780066
2014,Tiny,Savoy,,,,6495.0,5560.0,1601.0,3179.0,1150.0,1274.0,1415.0,158.0,91.0,7749.292307692308,4487.307692307692,2737.3090838197404
2014,Tiny,Shutesbury,,,,6012.0,2484.0,1074.0,2591.0,1338.0,1003.0,726.0,344.0,515.0,4456.624698545455,4981.969696969698,7163.602574181817
2014,Tiny,Sunderland,,,,5394.0,1117.0,879.0,2326.0,1268.0,777.0,507.0,352.0,663.0,5365.147435897436,8213.044871794871,1525.8001824984065
2014,Tiny,Westhampton,,,,4995.0,2192.0,1064.0,1383.0,1467.0,1087.0,535.0,316.0,807.0,3441.946564885496,7033.374045801526,4761.103893462479
2014,Tiny,Whately,,,,4440.0,2335.0,1140.0,3051.0,1550.0,1164.0,646.0,619.0,576.0,2271.9274085091743,6983.385321100917,8605.107846387526
