District,Metric_Type,Category,Latest_Year,Latest_Value,Year_5yr,Value_5yr,Year_10yr,Value_10yr,Start_Year,Start_Value,CAGR_5yr,CAGR_10yr,CAGR_15yr
Abby Kelley Foster Charter Public (District),Expenditure,Teachers,2024,7312.0,2019,4646.0,2014,,2009,,0.09494270747690736,,
Abby Kelley Foster Charter Public (District),Expenditure,"Insurance, Retirement and Other",2024,2130.0,2019,3646.0,2014,,2009,,-0.10192503957864574,,
Abby Kelley Foster Charter Public (District),Expenditure,Pupil Services,2024,2289.0,2019,1664.0,2014,,2009,,0.06585590143296738,,
Abby Kelley Foster Charter Public (District),Expenditure,Other Teaching Services,2024,873.0,2019,840.0,2014,,2009,,0.007736506101490015,,
Abby Kelley Foster Charter Public (District),Expenditure,Operations and Maintenance,2024,1503.0,2019,1729.0,2014,,2009,,-0.0276272099441629,,
Abby Kelley Foster Charter Public (District),Expenditure,Instructional Leadership,2024,570.0,2019,1162.0,2014,,2009,,-0.1327710931578816,,
Abby Kelley Foster Charter Public (District),Expenditure,Administration,2024,2165.0,2019,866.0,2014,,2009,,0.20112443398143132,,
Abby Kelley Foster Charter Public (District),Expenditure,"Guidance, Counseling and Testing",2024,552.0,2019,341.0,2014,,2009,,0.10112580310679498,,
Abby Kelley Foster Charter Public (District),Expenditure,Other,2024,538.0,2019,468.0,2014,,2009,,0.02827028214381233,,
Abby Kelley Foster Charter Public (District),Expenditure,Total PPE,2024,17932.0,2019,15362.0,2014,,2009,,0.03142153287460103,,
Abby Kelley Foster Charter Public (District),Enrollment,In-District FTE Pupils,2024,1421.4,2019,1425.4,2014,,2009,,-0.000561877022946411,,
Abby Kelley Foster Charter Public (District),Enrollment,Out-of-District FTE Pupils,2024,0.0,2019,0.0,2014,,2009,,,,
Abington,Expenditure,Teachers,2024,6531.0,2019,5543.0,2014,4698.0,2009,3866.0,0.0333488512992175,0.03349092418255584,0.035574121142313286
Abington,Expenditure,"Insurance, Retirement and Other",2024,3082.0,2019,2469.0,2014,1995.0,2009,1763.0,0.0453514088572744,0.04445317260637904,0.03793945607876603
Abington,Expenditure,Pupil Services,2024,1827.0,2019,1432.0,2014,1072.0,2009,828.0,0.04992700401961092,0.05476175995049304,0.05417783535529863
Abington,Expenditure,Other Teaching Services,2024,2141.0,2019,1267.0,2014,1044.0,2009,833.0,0.11062644573141256,0.07446337619956211,0.0649554597205475
Abington,Expenditure,Operations and Maintenance,2024,1119.0,2019,1002.0,2014,783.0,2009,768.0,0.02233321972084168,0.036350908476555865,0.025410887731234455
Abington,Expenditure,Instructional Leadership,2024,961.0,2019,768.0,2014,653.0,2009,503.0,0.045857303454095666,0.03939595089752945,0.04410384119261024
Abington,Expenditure,Administration,2024,388.0,2019,384.0,2014,403.0,2009,333.0,0.0020747066387576396,-0.003785937431353137,0.010242960265517631
Abington,Expenditure,"Guidance, Counseling and Testing",2024,611.0,2019,471.0,2014,341.0,2009,306.0,0.05342606666746308,0.060055693931790666,0.047179951409401566
Abington,Expenditure,Other,2024,435.0,2019,676.0,2014,734.0,2009,439.0,-0.08439424826251085,-0.050971358159762836,-0.0006100393160726192
Abington,Expenditure,Total PPE,2024,17095.0,2019,14012.0,2014,11723.0,2009,9639.0,0.04057597664973711,0.03844388675646071,0.03893682881793903
Abington,Enrollment,In-District FTE Pupils,2024,2142.5,2019,2064.7,2014,1943.1,2009,2306.2,0.007425117300326578,0.009816744762412899,-0.004896491367392342
Abington,Enrollment,Out-of-District FTE Pupils,2024,145.2,2019,102.0,2014,93.6,2009,79.4,0.07318177534273951,0.044886400540278704,0.0410615519610138
Abington,NSS,Ch70 Aid,2024,6429.338168631007,2019,3862.1200592885375,2014,3672.6065737051795,2009,3412.839597902098,0.10730713874421394,0.057594506320832295,0.043125813731063944
Abington,NSS,Req NSS (minus Ch70),2024,7753.607887579329,2019,6769.272727272727,2014,6484.3097609561755,2009,4843.513986013986,0.027524922650405736,0.018038044569721468,0.031865007788516975
Abington,NSS,Actual NSS (minus Req NSS),2024,1726.8033923118774,2019,2706.730036267131,2014,1114.891364029965,2009,1338.3435834926322,-0.08597181012361887,0.04472270698823033,0.01713442072893545
Abington,NSS,Total Actual NSS per pupil,2024,15909.749448522212,2019,13338.122822828394,2014,11271.80769869132,2009,9594.697167408714,0.03589020273390919,0.03506345910350417,0.03428955263600897
Abington,Enrollment,Foundation Enrollment,2024,2206.0,2019,2024.0,2014,2008.0,2009,2288.0,0.01737017075224223,0.009448530066313854,-0.002430185818057984
Academy Of the Pacific Rim Charter Public (District),Expenditure,Teachers,2024,10131.0,2019,5174.0,2014,,2009,,0.14383973259899085,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,"Insurance, Retirement and Other",2024,2472.0,2019,4498.0,2014,,2009,,-0.1128321336621968,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,Pupil Services,2024,2473.0,2019,2466.0,2014,,2009,,0.0005670774871029405,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,Other Teaching Services,2024,959.0,2019,792.0,2014,,2009,,0.039007506279198356,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,Operations and Maintenance,2024,2188.0,2019,1164.0,2014,,2009,,0.13453753193690665,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,Instructional Leadership,2024,5144.0,2019,1652.0,2014,,2009,,0.25504177937377603,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,Administration,2024,4093.0,2019,2612.0,2014,,2009,,0.09399091241979729,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,"Guidance, Counseling and Testing",2024,612.0,2019,905.0,2014,,2009,,-0.0752580304644902,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,Other,2024,1927.0,2019,878.0,2014,,2009,,0.1702467394046161,,
Academy Of the Pacific Rim Charter Public (District),Expenditure,Total PPE,2024,29999.0,2019,20141.0,2014,,2009,,0.08294188110569611,,
Academy Of the Pacific Rim Charter Public (District),Enrollment,In-District FTE Pupils,2024,452.6,2019,532.7,2014,,2009,,-0.03206460646100573,,
Academy Of the Pacific Rim Charter Public (District),Enrollment,Out-of-District FTE Pupils,2024,0.0,2019,0.0,2014,,2009,,,,
Acton,Expenditure,Teachers,2014,4556.0,2009,3940.0,2004,,1999,,0.029479015883767,,
Acton,Expenditure,"Insurance, Retirement and Other",2014,1916.0,2009,1712.0,2004,,1999,,0.02277086690907093,,
Acton,Expenditure,Pupil Services,2014,1328.0,2009,1052.0,2004,,1999,,0.047698849595609216,,
Acton,Expenditure,Other Teaching Services,2014,1521.0,2009,1266.0,2004,,1999,,0.03738294007224496,,
Acton,Expenditure,Operations and Maintenance,2014,750.0,2009,861.0,2004,,1999,,-0.02722674366441158,,
Acton,Expenditure,Instructional Leadership,2014,778.0,2009,547.0,2004,,1999,,0.07299686759859148,,
Acton,Expenditure,Administration,2014,602.0,2009,515.0,2004,,1999,,0.0317105046215147,,
Acton,Expenditure,"Guidance, Counseling and Testing",2014,250.0,2009,197.0,2004,,1999,,0.0488050178461481,,
Acton,Expenditure,Other,2014,364.0,2009,313.0,2004,,1999,,0.03065047848582525,,
Acton,Expenditure,Total PPE,2014,12065.0,2009,10403.0,2004,,1999,,0.030086618768723206,,
Acton,Enrollment,In-District FTE Pupils,2014,2453.3,2009,2566.7,2004,,1999,,-0.008996679517251027,,
Acton,Enrollment,Out-of-District FTE Pupils,2014,47.4,2009,29.6,2004,,1999,,0.09874604830543388,,
Acton,NSS,Ch70 Aid,2014,2390.4422077245626,2009,2163.9656456953644,2004,1094.1630937368639,1999,708.4579482439926,0.02010664678169105,0.0812836065566922,0.08445352500440095
Acton,NSS,Req NSS (minus Ch70),2014,6461.941905168731,2009,5619.76738410596,2004,5463.917612442203,1999,4896.509704251386,0.02832156132260133,0.016917897097471046,0.018665885114864667
Acton,NSS,Actual NSS (minus Req NSS),2014,2594.113110515506,2009,1967.200331125828,2004,1109.567044976881,1999,602.7204251386322,0.056885802589634826,0.08863811579401171,0.1021943995362471
Acton,NSS,Total Actual NSS per pupil,2014,11446.4972234088,2009,9750.933360927153,2004,7667.647751155948,1999,6207.688077634011,0.03258374427242128,0.0408809144236435,0.041636480274094945
Acton,Enrollment,Foundation Enrollment,2024,0.0,2019,0.0,2014,2341.0,2009,2416.0,,,
Acton-Boxborough,Expenditure,Teachers,2024,7718.0,2019,5888.0,2014,5051.0,2009,4268.0,0.0556194767288225,0.04330848777159191,0.040284252283554256
Acton-Boxborough,Expenditure,"Insurance, Retirement and Other",2024,3853.0,2019,2369.0,2014,2265.0,2009,1943.0,0.1021654417512814,0.05456433672728789,0.04669885051945033
Acton-Boxborough,Expenditure,Pupil Services,2024,2782.0,2019,1635.0,2014,2081.0,2009,1565.0,0.11216154307899351,0.029457695752612256,0.039097226393797424
Acton-Boxborough,Expenditure,Other Teaching Services,2024,2007.0,2019,1596.0,2014,793.0,2009,695.0,0.04689444915634389,0.09730515260538919,0.07325809100420666
Acton-Boxborough,Expenditure,Operations and Maintenance,2024,1342.0,2019,1094.0,2014,1062.0,2009,1145.0,0.04171049299452134,0.023676656455659417,0.010639966207474316
Acton-Boxborough,Expenditure,Instructional Leadership,2024,1353.0,2019,1048.0,2014,865.0,2009,773.0,0.052415662432142573,0.04575071192981772,0.03802517584851661
Acton-Boxborough,Expenditure,Administration,2024,524.0,2019,432.0,2014,593.0,2009,449.0,0.039368398171154784,-0.01229407417692141,0.010351125828126806
Acton-Boxborough,Expenditure,"Guidance, Counseling and Testing",2024,892.0,2019,598.0,2014,559.0,2009,410.0,0.08326006786760498,0.047840799978871695,0.05318678195121085
Acton-Boxborough,Expenditure,Other,2024,481.0,2019,452.0,2014,335.0,2009,285.0,0.012514679388261785,0.036835902115196495,0.03550773604468471
Acton-Boxborough,Expenditure,Total PPE,2024,20952.0,2019,15112.0,2014,13604.0,2009,11533.0,0.06753152297246134,0.044133154556327936,0.0406041324285622
Acton-Boxborough,Enrollment,In-District FTE Pupils,2024,5134.3,2019,5586.8,2014,2882.3,2009,2950.3,-0.016750751082171278,0.05943473054997028,0.0376263791926299
Acton-Boxborough,Enrollment,Out-of-District FTE Pupils,2024,122.2,2019,124.0,2014,105.6,2009,88.4,-0.0029202315780464394,0.014707169128040487,0.0218204640234565
Acton-Boxborough,NSS,Ch70 Aid,2024,3175.8826693227093,2019,2763.510117733628,2014,2422.0799333781965,2009,2330.894557823129,0.02820728854707899,0.027466327144921587,0.020836339178895047
Acton-Boxborough,NSS,Req NSS (minus Ch70),2024,10039.679880478088,2019,7920.697755702723,2014,7301.821668909825,2009,6197.256462585034,0.04855516725718001,0.032354521717710805,0.03268537471912336
Acton-Boxborough,NSS,Actual NSS (minus Req NSS),2024,5871.238894278888,2019,3807.041745768949,2014,2407.971210632571,2009,2137.3285714285716,0.09050691175210557,0.09322069933002619,0.06968826322712407
Acton-Boxborough,NSS,Total Actual NSS per pupil,2024,19086.801444079687,2019,14491.2496192053,2014,12131.872812920594,2009,10665.479591836734,0.05663614708393072,0.04635855803770794,0.03956149364250083
Acton-Boxborough,Enrollment,Foundation Enrollment,2024,5020.0,2019,5436.0,2014,2972.0,2009,2940.0,-0.015796616281900655,0.053817705982287745,0.03631175821891719
Acushnet,Expenditure,Teachers,2024,6083.0,2019,5125.0,2014,4418.0,2009,3662.0,0.03486759817201812,0.03249797958637335,0.03441140066474535
Acushnet,Expenditure,"Insurance, Retirement and Other",2024,1933.0,2019,1601.0,2014,1260.0,2009,1084.0,0.03840818913987154,0.04372510763520765,0.039314145178862114
Acushnet,Expenditure,Pupil Services,2024,1900.0,2019,1440.0,2014,1281.0,2009,1091.0,0.057007872172952334,0.04020861702018785,0.037676361109398204
Acushnet,Expenditure,Other Teaching Services,2024,1482.0,2019,1170.0,2014,1013.0,2009,919.0,0.04841317128472156,0.03878070899234842,0.03237032584805788
Acushnet,Expenditure,Operations and Maintenance,2024,1858.0,2019,1016.0,2014,846.0,2009,649.0,0.12831510023563242,0.08185120877921825,0.07263854916224854
Acushnet,Expenditure,Instructional Leadership,2024,993.0,2019,850.0,2014,695.0,2009,495.0,0.03158748458826133,0.03632611989760548,0.047505398777525354
Acushnet,Expenditure,Administration,2024,777.0,2019,543.0,2014,473.0,2009,482.0,0.07429669051263166,0.05088692299509723,0.03234517436593043
Acushnet,Expenditure,"Guidance, Counseling and Testing",2024,512.0,2019,436.0,2014,241.0,2009,207.0,0.03265842912942607,0.07826446224271755,0.06223345251044665
Acushnet,Expenditure,Other,2024,876.0,2019,495.0,2014,506.0,2009,545.0,0.12093332667795442,0.056416945556798215,0.032144510095190926
Acushnet,Expenditure,Total PPE,2024,16414.0,2019,12676.0,2014,10733.0,2009,9134.0,0.05304381026444083,0.04339639043140764,0.03984887936935877
Acushnet,Enrollment,In-District FTE Pupils,2024,953.7,2019,1018.1,2014,980.1,2009,1032.1,-0.012983826843053548,-0.0027268205216258723,-0.005252933769441581
Acushnet,Enrollment,Out-of-District FTE Pupils,2024,278.8,2019,318.4,2014,305.5,2009,331.4,-0.026213068097228787,-0.009103816994190383,-0.011455969946627342
Acushnet,NSS,Ch70 Aid,2024,5872.506142506142,2019,5153.489812550937,2014,5007.264320785597,2009,4748.725747629467,0.02646562872664293,0.016066882408957817,0.014261076925565996
Acushnet,NSS,Req NSS (minus Ch70),2024,7158.824733824734,2019,5806.948655256724,2014,4990.939443535188,2009,3449.7716994894236,0.042746519144539086,0.03673066121133206,0.049872979162758346
Acushnet,NSS,Actual NSS (minus Req NSS),2024,779.8480340698483,2019,1236.1361761465776,2014,475.3592471358429,2009,233.38439095550692,-0.08801282075099504,0.0507485600132056,0.08375025251945734
Acushnet,NSS,Total Actual NSS per pupil,2024,13811.178910400724,2019,12196.574643954238,2014,10473.563011456627,2009,8431.881838074398,0.025176340141746856,0.02804856244399434,0.0334443199596266
Acushnet,Enrollment,Foundation Enrollment,2024,1221.0,2019,1227.0,2014,1222.0,2009,1371.0,-0.00097991369074224,-8.18632111080353e-05,-0.007694921694783252
Advanced Math and Science Academy Charter (District),Expenditure,Teachers,2024,6316.0,2019,5510.0,2014,,2009,,0.027680472854554328,,
Advanced Math and Science Academy Charter (District),Expenditure,"Insurance, Retirement and Other",2024,2194.0,2019,3990.0,2014,,2009,,-0.11273623541100852,,
Advanced Math and Science Academy Charter (District),Expenditure,Pupil Services,2024,1540.0,2019,1833.0,2014,,2009,,-0.0342345797955681,,
Advanced Math and Science Academy Charter (District),Expenditure,Other Teaching Services,2024,325.0,2019,373.0,2014,,2009,,-0.02717458983308363,,
Advanced Math and Science Academy Charter (District),Expenditure,Operations and Maintenance,2024,1038.0,2019,904.0,2014,,2009,,0.028029990932973536,,
Advanced Math and Science Academy Charter (District),Expenditure,Instructional Leadership,2024,1156.0,2019,929.0,2014,,2009,,0.04469237290545358,,
Advanced Math and Science Academy Charter (District),Expenditure,Administration,2024,2189.0,2019,1737.0,2014,,2009,,0.047343613055788936,,
Advanced Math and Science Academy Charter (District),Expenditure,"Guidance, Counseling and Testing",2024,482.0,2019,316.0,2014,,2009,,0.08810796940188048,,
Advanced Math and Science Academy Charter (District),Expenditure,Other,2024,1153.0,2019,765.0,2014,,2009,,0.08550936459711034,,
Advanced Math and Science Academy Charter (District),Expenditure,Total PPE,2024,16393.0,2019,16357.0,2014,,2009,,0.00043979151352879775,,
Advanced Math and Science Academy Charter (District),Enrollment,In-District FTE Pupils,2024,965.8,2019,972.7,2014,,2009,,-0.0014227741829431206,,
Advanced Math and Science Academy Charter (District),Enrollment,Out-of-District FTE Pupils,2024,0.0,2019,0.0,2014,,2009,,,,
Agawam,Expenditure,Teachers,2024,8125.0,2019,6896.0,2014,4939.0,2009,4535.0,0.03334471674885453,0.051038039290603576,0.03964021859596767
Agawam,Expenditure,"Insurance, Retirement and Other",2024,4008.0,2019,3050.0,2014,2140.0,2009,2076.0,0.05614993027459936,0.06475918207486275,0.04483254291876726
Agawam,Expenditure,Pupil Services,2024,2009.0,2019,1388.0,2014,1125.0,2009,1008.0,0.07675796776149624,0.05969952930148614,0.047051299919193657
Agawam,Expenditure,Other Teaching Services,2024,1926.0,2019,1820.0,2014,1275.0,2009,1059.0,0.011386096171118076,0.04211251096528845,0.040680351202761145
Agawam,Expenditure,Operations and Maintenance,2024,1569.0,2019,1341.0,2014,952.0,2009,1067.0,0.031902900417764,0.05123206529095281,0.026039077678023492
Agawam,Expenditure,Instructional Leadership,2024,1067.0,2019,1046.0,2014,832.0,2009,618.0,0.003983434202770697,0.02518940516663637,0.03707873584046184
Agawam,Expenditure,Administration,2024,485.0,2019,400.0,2014,499.0,2009,424.0,0.03928904495613805,-0.002841675256976872,0.009001299265479767
Agawam,Expenditure,"Guidance, Counseling and Testing",2024,868.0,2019,603.0,2014,488.0,2009,478.0,0.07557446359516096,0.05927809205979706,0.040573564521167116
Agawam,Expenditure,Other,2024,863.0,2019,499.0,2014,500.0,2009,425.0,0.11578893426133763,0.05609765704034708,0.048354405037736914
Agawam,Expenditure,Total PPE,2024,20920.0,2019,17043.0,2014,12750.0,2009,11690.0,0.0418450370099992,0.05076391397246205,0.03956060038724418
Agawam,Enrollment,In-District FTE Pupils,2024,3523.0,2019,3710.3,2014,4046.9,2009,4064.2,-0.01030648768536957,-0.013768165408462152,-0.009481697348898366
Agawam,Enrollment,Out-of-District FTE Pupils,2024,167.6,2019,158.5,2014,128.6,2009,153.0,0.011227681509355492,0.026841244929884933,0.006094648361581578
Agawam,NSS,Ch70 Aid,2024,7314.9511838643675,2019,5133.077657036841,2014,4559.234845124052,2009,3783.0534648921525,0.07341267580761457,0.048411912410402325,0.04493978195781878
Agawam,NSS,Req NSS (minus Ch70),2024,7416.849751534639,2019,5956.647495361781,2014,5460.515292390506,2009,4469.489215236347,0.0448249052996168,0.03109477322532772,0.034341871493281495
Agawam,NSS,Actual NSS (minus Req NSS),2024,5324.984644758844,2019,4918.891266607433,2014,2217.6014987674657,2009,1771.206516750803,0.015991857687420286,0.09154962639774933,0.07614289795759555
Agawam,NSS,Total Actual NSS per pupil,2024,20056.785580157848,2019,16008.616419006055,2014,12237.351636282025,2009,10023.749196879302,0.04612000352930634,0.050648365479758706,0.04732646040024102
Agawam,Enrollment,Foundation Enrollment,2024,3421.0,2019,3773.0,2014,4087.0,2009,4358.0,-0.01939691819718692,-0.017630560288525388,-0.01600915782094814
Alma del Mar Charter School (District),Expenditure,Teachers,2024,5054.0,2019,4612.0,2014,,2009,,0.018472220411567264,,
Alma del Mar Charter School (District),Expenditure,"Insurance, Retirement and Other",2024,1564.0,2019,3012.0,2014,,2009,,-0.1228449738774724,,
Alma del Mar Charter School (District),Expenditure,Pupil Services,2024,710.0,2019,2644.0,2014,,2009,,-0.23122477407410924,,
Alma del Mar Charter School (District),Expenditure,Other Teaching Services,2024,4045.0,2019,1291.0,2014,,2009,,0.25660405473114256,,
Alma del Mar Charter School (District),Expenditure,Operations and Maintenance,2024,1131.0,2019,804.0,2014,,2009,,0.07063469058247951,,
Alma del Mar Charter School (District),Expenditure,Instructional Leadership,2024,706.0,2019,504.0,2014,,2009,,0.06973161925297755,,
Alma del Mar Charter School (District),Expenditure,Administration,2024,1991.0,2019,1701.0,2014,,2009,,0.03198501059193215,,
Alma del Mar Charter School (District),Expenditure,"Guidance, Counseling and Testing",2024,460.0,2019,376.0,2014,,2009,,0.041151663495705204,,
Alma del Mar Charter School (District),Expenditure,Other,2024,2256.0,2019,1597.0,2014,,2009,,0.07153617118146371,,
Alma del Mar Charter School (District),Expenditure,Total PPE,2024,17917.0,2019,16541.0,2014,,2009,,0.016109955391995667,,
Alma del Mar Charter School (District),Enrollment,In-District FTE Pupils,2024,1038.8,2019,440.0,2014,,2009,,0.1874514247012362,,
Alma del Mar Charter School (District),Enrollment,Out-of-District FTE Pupils,2024,0.0,2019,0.0,2014,,2009,,,,
Amesbury,Expenditure,Teachers,2024,8269.0,2019,6580.0,2014,5060.0,2009,4828.0,0.04675590532319385,0.050340828367576806,0.0365232514502527
Amesbury,Expenditure,"Insurance, Retirement and Other",2024,4840.0,2019,3593.0,2014,2400.0,2009,2263.0,0.06139644549174328,0.07266327536704753,0.051987841709610905
Amesbury,Expenditure,Pupil Services,2024,1797.0,2019,1171.0,2014,1244.0,2009,926.0,0.08942725567975418,0.037463364681024736,0.04519134802159486
Amesbury,Expenditure,Other Teaching Services,2024,2565.0,2019,1746.0,2014,1185.0,2009,848.0,0.07996237680867235,0.08028140826478314,0.07657948842764806
Amesbury,Expenditure,Operations and Maintenance,2024,2081.0,2019,1267.0,2014,939.0,2009,1223.0,0.10433056650124861,0.08283092083554489,0.0360714542200562
Amesbury,Expenditure,Instructional Leadership,2024,1357.0,2019,962.0,2014,697.0,2009,777.0,0.07122563030808382,0.06889416661139536,0.0378723019067333
Amesbury,Expenditure,Administration,2024,533.0,2019,419.0,2014,351.0,2009,348.0,0.04930716219684017,0.04265831082687299,0.02882900069454375
Amesbury,Expenditure,"Guidance, Counseling and Testing",2024,685.0,2019,532.0,2014,352.0,2009,258.0,0.051854787176113915,0.06884514970145172,0.06726284645895397
Amesbury,Expenditure,Other,2024,603.0,2019,414.0,2014,346.0,2009,229.0,0.07811079401003584,0.05711959075457895,0.06667501344487947
Amesbury,Expenditure,Total PPE,2024,22730.0,2019,16684.0,2014,12574.0,2009,11700.0,0.06379966913683766,0.06099319387501145,0.0452677991732402
Amesbury,Enrollment,In-District FTE Pupils,2024,1817.9,2019,2044.4,2014,2342.1,2009,2318.4,-0.023210857704991872,-0.025018319515068277,-0.01608229667143013
Amesbury,Enrollment,Out-of-District FTE Pupils,2024,238.8,2019,151.5,2014,169.5,2009,217.0,0.0952779331762148,0.03487158387597922,0.006402343137921873
Amesbury,NSS,Ch70 Aid,2024,5128.471575527883,2019,4152.651046405824,2014,3563.540091400083,2009,3693.7310821806345,0.043115750124078644,0.037076110852565236,0.022119118928597414
Amesbury,NSS,Req NSS (minus Ch70),2024,9872.55116404981,2019,6895.3130118289355,2014,6084.6589115081015,2009,5118.782343368593,0.07442246773704375,0.04958910874413269,0.044762354189727294
Amesbury,NSS,Actual NSS (minus Req NSS),2024,6220.578888156085,2019,4104.734459584379,2014,2329.963620248563,2009,1141.572497396826,0.08669869858597701,0.10318453792830073,0.11966599085197283
Amesbury,NSS,Total Actual NSS per pupil,2024,21221.601627733777,2019,15152.698517819139,2014,11978.162623156748,2009,9954.085922946053,0.06968925917031776,0.05886061627024897,0.05176436299816789
Amesbury,Enrollment,Foundation Enrollment,2024,1847.0,2019,2198.0,2014,2407.0,2009,2458.0,-0.034198575840092005,-0.026134276531299405,-0.01887200507207898
Amherst,Expenditure,Teachers,2024,9745.0,2019,8538.0,2014,6627.0,2009,5944.0,0.026798294394104527,0.039313305591538894,0.03350727059119474
Amherst,Expenditure,"Insurance, Retirement and Other",2024,6605.0,2019,5212.0,2014,4189.0,2009,3353.0,0.04851267055160946,0.046589193539214646,0.0462350964957956
Amherst,Expenditure,Pupil Services,2024,1965.0,2019,1362.0,2014,1223.0,2009,865.0,0.07606149061535428,0.048560780687253,0.056224968723078694
Amherst,Expenditure,Other Teaching Services,2024,4612.0,2019,3084.0,2014,2610.0,2009,1762.0,0.08381457199625886,0.058582911862589127,0.0662496287699541
Amherst,Expenditure,Operations and Maintenance,2024,2248.0,2019,1646.0,2014,1451.0,2009,1264.0,0.06432262714193215,0.04475122598042147,0.03913015707032974
Amherst,Expenditure,Instructional Leadership,2024,2498.0,2019,1325.0,2014,1275.0,2009,1134.0,0.13520765534843582,0.06956756648011231,0.054059900846023634
Amherst,Expenditure,Administration,2024,1213.0,2019,767.0,2014,809.0,2009,627.0,0.09600639297517533,0.041336827928097675,0.04497576234623368
Amherst,Expenditure,"Guidance, Counseling and Testing",2024,1053.0,2019,668.0,2014,538.0,2009,396.0,0.0952931756143045,0.06946015722221288,0.06737136041364766
Amherst,Expenditure,Other,2024,1328.0,2019,1092.0,2014,1098.0,2009,684.0,0.039908402490685946,0.01920037196824609,0.045224220522475767
Amherst,Expenditure,Total PPE,2024,31267.0,2019,23694.0,2014,19820.0,2009,16029.0,0.057035482456701425,0.04664223637496723,0.045551234123633266
Amherst,Enrollment,In-District FTE Pupils,2024,1001.5,2019,1130.9,2014,1196.7,2009,1387.2,-0.02401004043634647,-0.017649283471089627,-0.02148506593621191
Amherst,Enrollment,Out-of-District FTE Pupils,2024,133.9,2019,124.4,2014,90.4,2009,64.7,0.014827060749099674,0.040066754934005466,0.04968361888023676
Amherst,NSS,Ch70 Aid,2024,5953.339336492891,2019,5504.704339963833,2014,4804.460472697637,2009,4482.623032904149,0.015793262634778538,0.021672258916373144,0.019096307389957268
Amherst,NSS,Req NSS (minus Ch70),2024,10585.922274881517,2019,8089.282097649187,2014,7157.3365933170335,2009,3946.491416309013,0.05527036970692478,0.03991472058718992,0.0679915975738632
Amherst,NSS,Actual NSS (minus Req NSS),2024,11077.950241327015,2019,9833.643316856685,2014,6496.46503727782,2009,6169.091416309014,0.02411562368838971,0.05481969587540969,0.03979856470584742
Amherst,NSS,Total Actual NSS per pupil,2024,27617.211852701425,2019,23427.629754469708,2014,18458.26210329249,2009,14598.205865522177,0.03345196630025238,0.04111547611797639,0.043418877841687076
Amherst,Enrollment,Foundation Enrollment,2024,1055.0,2019,1106.0,2014,1227.0,2009,1398.0,-0.009397393139972454,-0.014989659484698992,-0.01859179199331551
Amherst-Pelham,Expenditure,Teachers,2024,8270.0,2019,7285.0,2014,6765.0,2009,5491.0,0.0256878019829343,0.02029033070573627,0.02767771189554602
Amherst-Pelham,Expenditure,"Insurance, Retirement and Other",2024,6248.0,2019,5047.0,2014,3954.0,2009,3305.0,0.043617957124443274,0.0468162015589344,0.04336909948080803
Amherst-Pelham,Expenditure,Pupil Services,2024,2766.0,2019,2236.0,2014,1764.0,2009,1645.0,0.04346064832722796,0.046008851208975576,0.035251221414354106
Amherst-Pelham,Expenditure,Other Teaching Services,2024,2851.0,2019,2122.0,2014,1739.0,2009,1199.0,0.06084117415803503,0.0506783019485757,0.05944529257545628
Amherst-Pelham,Expenditure,Operations and Maintenance,2024,2221.0,2019,1776.0,2014,1585.0,2009,1459.0,0.04573373738406361,0.03431287127820526,0.028409826698798213
Amherst-Pelham,Expenditure,Instructional Leadership,2024,2336.0,2019,1544.0,2014,1545.0,2009,1289.0,0.08633834295515186,0.042208079133041476,0.0404343006198995
Amherst-Pelham,Expenditure,Administration,2024,1277.0,2019,759.0,2014,907.0,2009,652.0,0.10965972661399137,0.03480462480265567,0.04583431343712818
Amherst-Pelham,Expenditure,"Guidance, Counseling and Testing",2024,1465.0,2019,925.0,2014,733.0,2009,525.0,0.09632464848798561,0.0717003313907365,0.07080869271106072
Amherst-Pelham,Expenditure,Other,2024,799.0,2019,610.0,2014,424.0,2009,646.0,0.0554639124529277,0.06541324678936666,0.014271644016075946
Amherst-Pelham,Expenditure,Total PPE,2024,28233.0,2019,22304.0,2014,19416.0,2009,16211.0,0.048274096739964856,0.03814908729857969,0.037679287572816245
Amherst-Pelham,Enrollment,In-District FTE Pupils,2024,1209.3,2019,1334.3,2014,1470.3,2009,1712.0,-0.019480774800624934,-0.019352761805237595,-0.022908235448270475
Amherst-Pelham,Enrollment,Out-of-District FTE Pupils,2024,146.7,2019,158.3,2014,148.7,2009,111.5,-0.01510521064017123,-0.0013532004292057254,0.01845931132887002
Amherst-Pelham,NSS,Ch70 Aid,2024,7658.082417582729,2019,6643.047452896021,2014,5865.270082226439,2009,5487.857856746252,0.02884638569241904,0.027030171130320024,0.02246349685019089
Amherst-Pelham,NSS,Req NSS (minus Ch70),2024,10834.806122448977,2019,8271.117236566643,2014,7379.941808981657,2009,4382.675180455302,0.05548336643028695,0.039146599360468715,0.062197946157751094
