District,YEAR,Component,Value
Berlin,1995,Actual NSS (minus Req NSS),527.6011904761905
Berlin,1996,Actual NSS (minus Req NSS),399.7891891891892
Berlin,1997,Actual NSS (minus Req NSS),432.21787709497204
Berlin,1998,Actual NSS (minus Req NSS),858.3125
Berlin,1999,Actual NSS (minus Req NSS),1186.4597156398104
Berlin,2000,Actual NSS (minus Req NSS),843.0570175438596
Berlin,2001,Actual NSS (minus Req NSS),2327.5701357466064
Berlin,2002,Actual NSS (minus Req NSS),2801.951690821256
Berlin,2003,Actual NSS (minus Req NSS),2926.25
Berlin,2004,Actual NSS (minus Req NSS),3644.9953703703704
Berlin,2005,Actual NSS (minus Req NSS),3822.6953703703703
Berlin,2006,Actual NSS (minus Req NSS),4416.907657657658
Berlin,2007,Actual NSS (minus Req NSS),4353.82443438914
Berlin,2008,Actual NSS (minus Req NSS),4815.829411764706
Berlin,2009,Actual NSS (minus Req NSS),5716.183919597989
Berlin,2010,Actual NSS (minus Req NSS),5402.81971830986
Berlin,2011,Actual NSS (minus Req NSS),7302.49894736842
Berlin,2012,Actual NSS (minus Req NSS),7682.695081967214
Berlin,2013,Actual NSS (minus Req NSS),7124.924315174583
Berlin,2014,Actual NSS (minus Req NSS),9371.006170238912
Berlin,2015,Actual NSS (minus Req NSS),8645.903614457831
Berlin,2016,Actual NSS (minus Req NSS),10973.530263157896
Berlin,2017,Actual NSS (minus Req NSS),10465.483870967742
Berlin,2018,Actual NSS (minus Req NSS),10350.4089375
Berlin,2019,Actual NSS (minus Req NSS),10777.844672685811
Berlin-Boylston,1993,Ch70 Aid,1903.9169329073482
Berlin-Boylston,1994,Ch70 Aid,2053.881967213115
Berlin-Boylston,1995,Ch70 Aid,2039.257234726688
Berlin-Boylston,1996,Ch70 Aid,2038.4953560371516
Berlin-Boylston,1997,Ch70 Aid,2052.2792792792793
Berlin-Boylston,1998,Ch70 Aid,2108.9553571428573
Berlin-Boylston,1999,Ch70 Aid,2124.597142857143
Berlin-Boylston,2000,Ch70 Aid,2221.33426183844
Berlin-Boylston,2001,Ch70 Aid,2365.8214285714284
Berlin-Boylston,2002,Ch70 Aid,2413.3208020050124
Berlin-Boylston,2003,Ch70 Aid,2501.0779220779223
Berlin-Boylston,2004,Ch70 Aid,1970.158567774936
Berlin-Boylston,2005,Ch70 Aid,1921.0274314214464
Berlin-Boylston,2006,Ch70 Aid,1961.4937965260547
Berlin-Boylston,2007,Ch70 Aid,2017.7748815165876
Berlin-Boylston,2008,Ch70 Aid,2075.3488372093025
Berlin-Boylston,2009,Ch70 Aid,2145.705479452055
Berlin-Boylston,2010,Ch70 Aid,2117.2942528735634
Berlin-Boylston,2011,Ch70 Aid,2012.1044083526683
Berlin-Boylston,2012,Ch70 Aid,2037.0864485981308
Berlin-Boylston,2013,Ch70 Aid,2096.3042452830186
Berlin-Boylston,2014,Ch70 Aid,2064.537848605578
Berlin-Boylston,2015,Ch70 Aid,2029.6382978723404
Berlin-Boylston,2016,Ch70 Aid,1993.7110694183864
Berlin-Boylston,2017,Ch70 Aid,2067.590909090909
Berlin-Boylston,2018,Ch70 Aid,2051.6444444444446
Berlin-Boylston,2019,Ch70 Aid,2033.4141048824592
Berlin-Boylston,2020,Ch70 Aid,2242.8972746331237
Berlin-Boylston,2021,Ch70 Aid,2252.341052631579
Berlin-Boylston,2022,Ch70 Aid,2220.096212896622
Berlin-Boylston,2023,Ch70 Aid,2496.1177072671444
Berlin-Boylston,2024,Ch70 Aid,2785.473107569721
Berlin-Boylston,1993,Req NSS (minus Ch70),5777.888178913738
Berlin-Boylston,1994,Req NSS (minus Ch70),6109.095081967213
Berlin-Boylston,1995,Req NSS (minus Ch70),6433.048231511254
Berlin-Boylston,1996,Req NSS (minus Ch70),6095.043343653251
Berlin-Boylston,1997,Req NSS (minus Ch70),6129.897897897898
Berlin-Boylston,1998,Req NSS (minus Ch70),6407.979166666667
Berlin-Boylston,1999,Req NSS (minus Ch70),6554.697142857143
Berlin-Boylston,2000,Req NSS (minus Ch70),6735.8746518105845
Berlin-Boylston,2001,Req NSS (minus Ch70),6740.870879120879
Berlin-Boylston,2002,Req NSS (minus Ch70),6554.152882205513
Berlin-Boylston,2003,Req NSS (minus Ch70),7168.883116883117
Berlin-Boylston,2004,Req NSS (minus Ch70),7409.57800511509
Berlin-Boylston,2005,Req NSS (minus Ch70),7436.044887780548
Berlin-Boylston,2006,Req NSS (minus Ch70),7394.615384615385
Berlin-Boylston,2007,Req NSS (minus Ch70),7164.597156398104
Berlin-Boylston,2008,Req NSS (minus Ch70),7412.590697674418
Berlin-Boylston,2009,Req NSS (minus Ch70),7207.723744292238
Berlin-Boylston,2010,Req NSS (minus Ch70),7485.094252873563
Berlin-Boylston,2011,Req NSS (minus Ch70),7761.31090487239
Berlin-Boylston,2012,Req NSS (minus Ch70),7991.778037383177
Berlin-Boylston,2013,Req NSS (minus Ch70),7997.905660377359
Berlin-Boylston,2014,Req NSS (minus Ch70),8048.185258964143
Berlin-Boylston,2015,Req NSS (minus Ch70),7973.2533849129595
Berlin-Boylston,2016,Req NSS (minus Ch70),8131.818011257035
Berlin-Boylston,2017,Req NSS (minus Ch70),7958.471590909091
Berlin-Boylston,2018,Req NSS (minus Ch70),8059.405555555555
Berlin-Boylston,2019,Req NSS (minus Ch70),8200.305605786618
Berlin-Boylston,2020,Req NSS (minus Ch70),8436.330188679245
Berlin-Boylston,2021,Req NSS (minus Ch70),8644.915789473684
Berlin-Boylston,2022,Req NSS (minus Ch70),8759.777891504606
Berlin-Boylston,2023,Req NSS (minus Ch70),9197.85977482088
Berlin-Boylston,2024,Req NSS (minus Ch70),9644.403386454182
Berlin-Boylston,1993,Actual NSS (minus Req NSS),-7681.805111821086
Berlin-Boylston,1994,Actual NSS (minus Req NSS),672.7770491803278
Berlin-Boylston,1995,Actual NSS (minus Req NSS),280.13183279742765
Berlin-Boylston,1996,Actual NSS (minus Req NSS),1120.1331269349846
Berlin-Boylston,1997,Actual NSS (minus Req NSS),981.3813813813814
Berlin-Boylston,1998,Actual NSS (minus Req NSS),843.7053571428571
Berlin-Boylston,1999,Actual NSS (minus Req NSS),987.6657142857143
Berlin-Boylston,2000,Actual NSS (minus Req NSS),931.4818941504178
Berlin-Boylston,2001,Actual NSS (minus Req NSS),2516.247252747253
Berlin-Boylston,2002,Actual NSS (minus Req NSS),1271.1904761904761
Berlin-Boylston,2003,Actual NSS (minus Req NSS),484.32207792207794
Berlin-Boylston,2004,Actual NSS (minus Req NSS),157.07416879795397
Berlin-Boylston,2005,Actual NSS (minus Req NSS),1441.4308229426429
Berlin-Boylston,2006,Actual NSS (minus Req NSS),1199.6290322580646
Berlin-Boylston,2007,Actual NSS (minus Req NSS),2322.781990521327
Berlin-Boylston,2008,Actual NSS (minus Req NSS),2810.139534883721
Berlin-Boylston,2009,Actual NSS (minus Req NSS),2809.0479452054797
Berlin-Boylston,2010,Actual NSS (minus Req NSS),3394.213793103448
Berlin-Boylston,2011,Actual NSS (minus Req NSS),4321.403712296984
Berlin-Boylston,2012,Actual NSS (minus Req NSS),4163.960280373832
Berlin-Boylston,2013,Actual NSS (minus Req NSS),4884.257075471698
Berlin-Boylston,2014,Actual NSS (minus Req NSS),4076.135458167331
Berlin-Boylston,2015,Actual NSS (minus Req NSS),3594.9516441005803
Berlin-Boylston,2016,Actual NSS (minus Req NSS),3826.3303564727958
Berlin-Boylston,2017,Actual NSS (minus Req NSS),4490.414772727273
Berlin-Boylston,2018,Actual NSS (minus Req NSS),4397.416966514814
Berlin-Boylston,2019,Actual NSS (minus Req NSS),4246.906184448463
Berlin-Boylston,2020,Actual NSS (minus Req NSS),5473.570890985326
Berlin-Boylston,2021,Actual NSS (minus Req NSS),6267.632610526316
Berlin-Boylston,2022,Actual NSS (minus Req NSS),6121.462850562945
Berlin-Boylston,2023,Actual NSS (minus Req NSS),6887.894044843303
Berlin-Boylston,2024,Actual NSS (minus Req NSS),8722.777324679555
Beverly,1993,Ch70 Aid,719.3480700179533
Beverly,1994,Ch70 Aid,843.5767672219721
Beverly,1995,Ch70 Aid,903.705298013245
Beverly,1996,Ch70 Aid,944.5622030237581
Beverly,1997,Ch70 Aid,983.6555884843353
Beverly,1998,Ch70 Aid,1063.784455298365
Beverly,1999,Ch70 Aid,1192.7428816099336
Beverly,2000,Ch70 Aid,1351.7476272648835
Beverly,2001,Ch70 Aid,1527.9149395509498
Beverly,2002,Ch70 Aid,1610.5535864978904
Beverly,2003,Ch70 Aid,1624.260425531915
Beverly,2004,Ch70 Aid,1334.911300546448
Beverly,2005,Ch70 Aid,1345.4988323419257
Beverly,2006,Ch70 Aid,1403.2504320850876
Beverly,2007,Ch70 Aid,1495.6960416195432
Beverly,2008,Ch70 Aid,1573.1839981764304
Beverly,2009,Ch70 Aid,1659.371043000915
Beverly,2010,Ch70 Aid,1684.7571090047393
Beverly,2011,Ch70 Aid,1581.835538752363
Beverly,2012,Ch70 Aid,1588.8257790368273
Beverly,2013,Ch70 Aid,1608.8265734265735
Beverly,2014,Ch70 Aid,1633.902778167712
Beverly,2015,Ch70 Aid,1688.4426835470656
Beverly,2016,Ch70 Aid,1695.9211477632173
Beverly,2017,Ch70 Aid,1742.1537424140256
Beverly,2018,Ch70 Aid,1774.1138613861385
Beverly,2019,Ch70 Aid,1849.8890404729423
Beverly,2020,Ch70 Aid,2076.6188873934498
Beverly,2021,Ch70 Aid,2215.6301969365427
Beverly,2022,Ch70 Aid,2295.884240190765
Beverly,2023,Ch70 Aid,2863.643307943417
Beverly,2024,Ch70 Aid,3202.9246861924685
Beverly,1993,Req NSS (minus Ch70),4201.479129263914
Beverly,1994,Req NSS (minus Ch70),4249.062134173796
Beverly,1995,Req NSS (minus Ch70),4450.8108167770415
Beverly,1996,Req NSS (minus Ch70),4548.669546436285
Beverly,1997,Req NSS (minus Ch70),4627.991955969517
Beverly,1998,Req NSS (minus Ch70),4849.697600339775
Beverly,1999,Req NSS (minus Ch70),5105.761721258831
Beverly,2000,Req NSS (minus Ch70),5406.5931837791195
Beverly,2001,Req NSS (minus Ch70),5698.38816925734
Beverly,2002,Req NSS (minus Ch70),5746.911814345992
Beverly,2003,Req NSS (minus Ch70),6145.676382978723
Beverly,2004,Req NSS (minus Ch70),6489.087825136612
Beverly,2005,Req NSS (minus Ch70),6793.815377836529
Beverly,2006,Req NSS (minus Ch70),7120.5791712829605
Beverly,2007,Req NSS (minus Ch70),7439.448541054061
Beverly,2008,Req NSS (minus Ch70),7631.330977889219
Beverly,2009,Req NSS (minus Ch70),7612.096294602014
Beverly,2010,Req NSS (minus Ch70),8072.248341232227
Beverly,2011,Req NSS (minus Ch70),8040.530245746691
Beverly,2012,Req NSS (minus Ch70),8118.700661000944
Beverly,2013,Req NSS (minus Ch70),8243.828904428905
Beverly,2014,Req NSS (minus Ch70),8481.376306620208
Beverly,2015,Req NSS (minus Ch70),8486.984349827388
Beverly,2016,Req NSS (minus Ch70),8459.827835517397
Beverly,2017,Req NSS (minus Ch70),8342.162058889639
Beverly,2018,Req NSS (minus Ch70),8492.580783078307
Beverly,2019,Req NSS (minus Ch70),8720.905411550704
Beverly,2020,Req NSS (minus Ch70),9014.991475998206
Beverly,2021,Req NSS (minus Ch70),9135.468927789934
Beverly,2022,Req NSS (minus Ch70),9394.062865814003
Beverly,2023,Req NSS (minus Ch70),9891.650054406964
Beverly,2024,Req NSS (minus Ch70),10406.15150847831
Beverly,1993,Actual NSS (minus Req NSS),-4920.827199281867
Beverly,1994,Actual NSS (minus Req NSS),143.9772624943719
Beverly,1995,Actual NSS (minus Req NSS),70.10309050772626
Beverly,1996,Actual NSS (minus Req NSS),51.191792656587474
Beverly,1997,Actual NSS (minus Req NSS),177.11113463166808
Beverly,1998,Actual NSS (minus Req NSS),243.08919091102146
Beverly,1999,Actual NSS (minus Req NSS),281.9997859130807
Beverly,2000,Actual NSS (minus Req NSS),267.81018119068165
Beverly,2001,Actual NSS (minus Req NSS),381.30829015544043
Beverly,2002,Actual NSS (minus Req NSS),734.463924050633
Beverly,2003,Actual NSS (minus Req NSS),699.8195744680851
Beverly,2004,Actual NSS (minus Req NSS),832.2017486338798
Beverly,2005,Actual NSS (minus Req NSS),919.8046538102523
Beverly,2006,Actual NSS (minus Req NSS),498.04420562818524
Beverly,2007,Actual NSS (minus Req NSS),1389.5776521149055
Beverly,2008,Actual NSS (minus Req NSS),1556.542694324139
Beverly,2009,Actual NSS (minus Req NSS),1131.2170173833479
Beverly,2010,Actual NSS (minus Req NSS),1384.5032227488155
Beverly,2011,Actual NSS (minus Req NSS),1486.9155954631374
Beverly,2012,Actual NSS (minus Req NSS),1618.5048158640222
Beverly,2013,Actual NSS (minus Req NSS),1321.648951048951
Beverly,2014,Actual NSS (minus Req NSS),1756.1938536557482
Beverly,2015,Actual NSS (minus Req NSS),1912.17038871928
Beverly,2016,Actual NSS (minus Req NSS),2063.8550249300038
Beverly,2017,Actual NSS (minus Req NSS),2588.301753202967
Beverly,2018,Actual NSS (minus Req NSS),2984.049130872254
Beverly,2019,Actual NSS (minus Req NSS),3398.4369758980747
Beverly,2020,Actual NSS (minus Req NSS),3421.2669217856396
Beverly,2021,Actual NSS (minus Req NSS),3225.0715295404784
Beverly,2022,Actual NSS (minus Req NSS),3260.0640971168455
Beverly,2023,Actual NSS (minus Req NSS),3122.0406688086746
Beverly,2024,Actual NSS (minus Req NSS),3505.608480545507
Billerica,1993,Ch70 Aid,884.6141304347826
Billerica,1994,Ch70 Aid,1083.085580100887
Billerica,1995,Ch70 Aid,1346.18117687543
Billerica,1996,Ch70 Aid,1471.9058599167822
Billerica,1997,Ch70 Aid,1669.7381606039808
Billerica,1998,Ch70 Aid,1858.9938920936545
Billerica,1999,Ch70 Aid,2004.6981921660529
Billerica,2000,Ch70 Aid,2112.787192118227
Billerica,2001,Ch70 Aid,2342.6000673854446
Billerica,2002,Ch70 Aid,2442.2763884378046
Billerica,2003,Ch70 Aid,2443.069850552307
Billerica,2004,Ch70 Aid,2048.1901533494756
Billerica,2005,Ch70 Aid,2026.9230031948885
Billerica,2006,Ch70 Aid,2083.7454720307746
Billerica,2007,Ch70 Aid,2254.5473533163267
Billerica,2008,Ch70 Aid,2551.368924173688
Billerica,2009,Ch70 Aid,2834.462512171373
Billerica,2010,Ch70 Aid,2810.15252011164
Billerica,2011,Ch70 Aid,2911.5219002695417
Billerica,2012,Ch70 Aid,2976.7990406030494
Billerica,2013,Ch70 Aid,3171.0306647865127
Billerica,2014,Ch70 Aid,3306.9338465006977
Billerica,2015,Ch70 Aid,3432.982181344364
Billerica,2016,Ch70 Aid,3474.637814245083
Billerica,2017,Ch70 Aid,3662.242163219566
Billerica,2018,Ch70 Aid,3785.362345359436
Billerica,2019,Ch70 Aid,3909.379895468119
Billerica,2020,Ch70 Aid,3976.3366214549937
Billerica,2021,Ch70 Aid,3976.3366214549937
Billerica,2022,Ch70 Aid,4152.039625053259
Billerica,2023,Ch70 Aid,4127.127295492487
Billerica,2024,Ch70 Aid,4113.534330805493
Billerica,1993,Req NSS (minus Ch70),3746.0115708274893
Billerica,1994,Req NSS (minus Ch70),3619.3497999652113
Billerica,1995,Req NSS (minus Ch70),3477.747419132829
Billerica,1996,Req NSS (minus Ch70),3644.172156726768
Billerica,1997,Req NSS (minus Ch70),3666.189945092656
Billerica,1998,Req NSS (minus Ch70),3789.926705123855
Billerica,1999,Req NSS (minus Ch70),3913.0642785403415
Billerica,2000,Req NSS (minus Ch70),3993.465681444992
Billerica,2001,Req NSS (minus Ch70),4282.676044474393
Billerica,2002,Req NSS (minus Ch70),4413.544982137058
Billerica,2003,Req NSS (minus Ch70),4678.02517868746
Billerica,2004,Req NSS (minus Ch70),4757.32413236481
Billerica,2005,Req NSS (minus Ch70),5012.301757188498
Billerica,2006,Req NSS (minus Ch70),5316.52332104504
Billerica,2007,Req NSS (minus Ch70),5364.33131377551
Billerica,2008,Req NSS (minus Ch70),5482.25518470512
Billerica,2009,Req NSS (minus Ch70),5149.732067510548
Billerica,2010,Req NSS (minus Ch70),5541.034805450665
Billerica,2011,Req NSS (minus Ch70),5603.376684636119
Billerica,2012,Req NSS (minus Ch70),5809.358574610245
Billerica,2013,Req NSS (minus Ch70),6057.051384776171
Billerica,2014,Req NSS (minus Ch70),6389.685956372814
Billerica,2015,Req NSS (minus Ch70),6530.259981429898
Billerica,2016,Req NSS (minus Ch70),6621.365739876843
Billerica,2017,Req NSS (minus Ch70),6747.507748934521
Billerica,2018,Req NSS (minus Ch70),7063.217123559793
Billerica,2019,Req NSS (minus Ch70),7537.736563517915
Billerica,2020,Req NSS (minus Ch70),8091.180641183724
Billerica,2021,Req NSS (minus Ch70),8511.53637484587
Billerica,2022,Req NSS (minus Ch70),9182.554750745632
Billerica,2023,Req NSS (minus Ch70),9640.644616026711
Billerica,2024,Req NSS (minus Ch70),10173.257634761221
Billerica,1993,Actual NSS (minus Req NSS),-4630.625701262272
Billerica,1994,Actual NSS (minus Req NSS),291.9714732997043
Billerica,1995,Actual NSS (minus Req NSS),412.8542670337233
Billerica,1996,Actual NSS (minus Req NSS),533.5820041608877
Billerica,1997,Actual NSS (minus Req NSS),537.6913177762526
Billerica,1998,Actual NSS (minus Req NSS),543.0295215473362
Billerica,1999,Actual NSS (minus Req NSS),703.8157013726146
Billerica,2000,Actual NSS (minus Req NSS),688.4481116584565
Billerica,2001,Actual NSS (minus Req NSS),818.2693733153639
Billerica,2002,Actual NSS (minus Req NSS),959.8993179603767
Billerica,2003,Actual NSS (minus Req NSS),1117.2558479532163
Billerica,2004,Actual NSS (minus Req NSS),1194.7693301049233
Billerica,2005,Actual NSS (minus Req NSS),1675.6245052317258
Billerica,2006,Actual NSS (minus Req NSS),1427.2655712880562
Billerica,2007,Actual NSS (minus Req NSS),1731.2134885204082
Billerica,2008,Actual NSS (minus Req NSS),2116.612119248218
Billerica,2009,Actual NSS (minus Req NSS),2453.6318099826517
Billerica,2010,Actual NSS (minus Req NSS),2117.4191776165585
Billerica,2011,Actual NSS (minus Req NSS),2552.007715633423
Billerica,2012,Actual NSS (minus Req NSS),2568.6384444063733
Billerica,2013,Actual NSS (minus Req NSS),2620.8098025646227
Billerica,2014,Actual NSS (minus Req NSS),2919.1481902987057
Billerica,2015,Actual NSS (minus Req NSS),3602.9636930285806
Billerica,2016,Actual NSS (minus Req NSS),2858.0123653150517
Billerica,2017,Actual NSS (minus Req NSS),3343.573024692097
Billerica,2018,Actual NSS (minus Req NSS),3792.7674949981088
Billerica,2019,Actual NSS (minus Req NSS),3810.654362163294
Billerica,2020,Actual NSS (minus Req NSS),4273.2681275395835
Billerica,2021,Actual NSS (minus Req NSS),4180.528976572134
Billerica,2022,Actual NSS (minus Req NSS),4457.036216446528
Billerica,2023,Actual NSS (minus Req NSS),4356.093577571452
Billerica,2024,Actual NSS (minus Req NSS),4387.315841545694
Blackstone-Millville,1993,Ch70 Aid,2620.1201897733263
Blackstone-Millville,1994,Ch70 Aid,2689.193743693239
Blackstone-Millville,1995,Ch70 Aid,2819.575024679171
Blackstone-Millville,1996,Ch70 Aid,3018.7678062678065
Blackstone-Millville,1997,Ch70 Aid,3221.095567867036
Blackstone-Millville,1998,Ch70 Aid,3416.310670868978
Blackstone-Millville,1999,Ch70 Aid,4016.3207295373663
Blackstone-Millville,2000,Ch70 Aid,4220.164179104478
Blackstone-Millville,2001,Ch70 Aid,4395.164179104478
Blackstone-Millville,2002,Ch70 Aid,4802.282746160795
Blackstone-Millville,2003,Ch70 Aid,4767.826905829596
Blackstone-Millville,2004,Ch70 Aid,4618.185251798561
Blackstone-Millville,2005,Ch70 Aid,4737.474169741698
Blackstone-Millville,2006,Ch70 Aid,4833.811830461109
Blackstone-Millville,2007,Ch70 Aid,5057.739653512993
Blackstone-Millville,2008,Ch70 Aid,5269.8090379008745
Blackstone-Millville,2009,Ch70 Aid,5540.649877750611
Blackstone-Millville,2010,Ch70 Aid,5472.654509610646
Blackstone-Millville,2011,Ch70 Aid,5092.703360935217
Blackstone-Millville,2012,Ch70 Aid,5258.353676838419
Blackstone-Millville,2013,Ch70 Aid,5408.4622063329925
Blackstone-Millville,2014,Ch70 Aid,5557.794670846395
Blackstone-Millville,2015,Ch70 Aid,5686.319318786589
Blackstone-Millville,2016,Ch70 Aid,5960.885555555556
Blackstone-Millville,2017,Ch70 Aid,6127.2093944538765
Blackstone-Millville,2018,Ch70 Aid,6102.226023555805
Blackstone-Millville,2019,Ch70 Aid,6229.5834757834755
Blackstone-Millville,2020,Ch70 Aid,6298.875573394496
Blackstone-Millville,2021,Ch70 Aid,6324.259643062752
Blackstone-Millville,2022,Ch70 Aid,6588.351641791045
Blackstone-Millville,2023,Ch70 Aid,6838.555896805897
Blackstone-Millville,2024,Ch70 Aid,7101.852624920936
Blackstone-Millville,1993,Req NSS (minus Ch70),1852.6694781233527
Blackstone-Millville,1994,Req NSS (minus Ch70),1584.946518668012
Blackstone-Millville,1995,Req NSS (minus Ch70),1635.6865745310959
Blackstone-Millville,1996,Req NSS (minus Ch70),1524.5712250712252
Blackstone-Millville,1997,Req NSS (minus Ch70),1604.5581717451523
Blackstone-Millville,1998,Req NSS (minus Ch70),1681.8059432687978
Blackstone-Millville,1999,Req NSS (minus Ch70),1753.5636120996442
Blackstone-Millville,2000,Req NSS (minus Ch70),1784.2348551360842
Blackstone-Millville,2001,Req NSS (minus Ch70),1801.9947322212467
Blackstone-Millville,2002,Req NSS (minus Ch70),1937.7777777777778
Blackstone-Millville,2003,Req NSS (minus Ch70),2019.4434977578476
Blackstone-Millville,2004,Req NSS (minus Ch70),2137.0926258992804
Blackstone-Millville,2005,Req NSS (minus Ch70),2443.933118081181
Blackstone-Millville,2006,Req NSS (minus Ch70),2736.9319981369354
Blackstone-Millville,2007,Req NSS (minus Ch70),2999.0014436958613
Blackstone-Millville,2008,Req NSS (minus Ch70),3235.9373177842567
Blackstone-Millville,2009,Req NSS (minus Ch70),2705.3026894865525
Blackstone-Millville,2010,Req NSS (minus Ch70),3555.341054706752
Blackstone-Millville,2011,Req NSS (minus Ch70),3572.7564539698
Blackstone-Millville,2012,Req NSS (minus Ch70),3785.8189094547274
Blackstone-Millville,2013,Req NSS (minus Ch70),4031.9244126659855
Blackstone-Millville,2014,Req NSS (minus Ch70),4222.168756530826
Blackstone-Millville,2015,Req NSS (minus Ch70),4355.496540713145
Blackstone-Millville,2016,Req NSS (minus Ch70),4574.883888888889
Blackstone-Millville,2017,Req NSS (minus Ch70),4603.032823995472
Blackstone-Millville,2018,Req NSS (minus Ch70),4644.2854739203585
Blackstone-Millville,2019,Req NSS (minus Ch70),4817.895156695156
Blackstone-Millville,2020,Req NSS (minus Ch70),5031.2763761467895
Blackstone-Millville,2021,Req NSS (minus Ch70),5273.017271157168
Blackstone-Millville,2022,Req NSS (minus Ch70),5587.091940298507
Blackstone-Millville,2023,Req NSS (minus Ch70),6111.3845208845205
Blackstone-Millville,2024,Req NSS (minus Ch70),6661.351043643263
Blackstone-Millville,1993,Actual NSS (minus Req NSS),-4472.789667896679
Blackstone-Millville,1994,Actual NSS (minus Req NSS),144.0095862764884
Blackstone-Millville,1995,Actual NSS (minus Req NSS),131.97235932872655
Blackstone-Millville,1996,Actual NSS (minus Req NSS),114.99382716049382
Blackstone-Millville,1997,Actual NSS (minus Req NSS),75.58910433979686
Blackstone-Millville,1998,Actual NSS (minus Req NSS),3.194506978838361
Blackstone-Millville,1999,Actual NSS (minus Req NSS),76.3420818505338
Blackstone-Millville,2000,Actual NSS (minus Req NSS),166.23397717295873
Blackstone-Millville,2001,Actual NSS (minus Req NSS),299.22344161545215
Blackstone-Millville,2002,Actual NSS (minus Req NSS),482.06233062330625
Blackstone-Millville,2003,Actual NSS (minus Req NSS),553.3551569506726
Blackstone-Millville,2004,Actual NSS (minus Req NSS),552.7855215827338
Blackstone-Millville,2005,Actual NSS (minus Req NSS),480.1315313653137
Blackstone-Millville,2006,Actual NSS (minus Req NSS),584.6714409025369
Blackstone-Millville,2007,Actual NSS (minus Req NSS),347.9191530317613
Blackstone-Millville,2008,Actual NSS (minus Req NSS),513.8610301263362
Blackstone-Millville,2009,Actual NSS (minus Req NSS),916.9457212713936
Blackstone-Millville,2010,Actual NSS (minus Req NSS),183.68802365697388
Blackstone-Millville,2011,Actual NSS (minus Req NSS),211.8178275694106
Blackstone-Millville,2012,Actual NSS (minus Req NSS),193.75487743871935
Blackstone-Millville,2013,Actual NSS (minus Req NSS),455.26404494382024
Blackstone-Millville,2014,Actual NSS (minus Req NSS),652.2523510971787
Blackstone-Millville,2015,Actual NSS (minus Req NSS),693.6450239489089
Blackstone-Millville,2016,Actual NSS (minus Req NSS),790.7722277777746
Blackstone-Millville,2017,Actual NSS (minus Req NSS),1050.1581777023182
Blackstone-Millville,2018,Actual NSS (minus Req NSS),1347.902384163048
Blackstone-Millville,2019,Actual NSS (minus Req NSS),1115.9685698005696
Blackstone-Millville,2020,Actual NSS (minus Req NSS),1494.9616112385306
Blackstone-Millville,2021,Actual NSS (minus Req NSS),1106.9186989061607
Blackstone-Millville,2022,Actual NSS (minus Req NSS),1923.2492537313433
Blackstone-Millville,2023,Actual NSS (minus Req NSS),2050.891758100347
Blackstone-Millville,2024,Actual NSS (minus Req NSS),1859.041407815127
Boston,1993,Ch70 Aid,1096.9408753188186
Boston,1994,Ch70 Aid,1201.6168113013514
Boston,1995,Ch70 Aid,1359.4907438292196
Boston,1996,Ch70 Aid,1590.4684908789386
Boston,1997,Ch70 Aid,1905.7965651499653
Boston,1998,Ch70 Aid,2302.8108505101145
Boston,1999,Ch70 Aid,2764.875957928702
Boston,2000,Ch70 Aid,2877.06431022225
Boston,2001,Ch70 Aid,3041.211141392212
Boston,2002,Ch70 Aid,3135.430085230305
Boston,2003,Ch70 Aid,3151.1408673000305
Boston,2004,Ch70 Aid,3062.4931799783108
Boston,2005,Ch70 Aid,3107.345576839626
Boston,2006,Ch70 Aid,3246.3646595564915
Boston,2007,Ch70 Aid,3407.0190141756752
Boston,2008,Ch70 Aid,3518.7935431273445
Boston,2009,Ch70 Aid,3632.8007579859236
Boston,2010,Ch70 Aid,3570.2784231136266
Boston,2011,Ch70 Aid,3391.275826583455
Boston,2012,Ch70 Aid,3356.774405987515
Boston,2013,Ch70 Aid,3401.4435353221293
Boston,2014,Ch70 Aid,3382.435196252625
Boston,2015,Ch70 Aid,3345.989961622633
Boston,2016,Ch70 Aid,3311.675727459655
Boston,2017,Ch70 Aid,3365.438103394581
Boston,2018,Ch70 Aid,3375.537831646079
Boston,2019,Ch70 Aid,3410.4566100328643
Boston,2020,Ch70 Aid,3479.546623390878
Boston,2021,Ch70 Aid,3528.622117983781
Boston,2022,Ch70 Aid,3685.6906464153926
Boston,2023,Ch70 Aid,3895.104561271191
Boston,2024,Ch70 Aid,3995.649052616994
Boston,1993,Req NSS (minus Ch70),5495.35654086423
Boston,1994,Req NSS (minus Ch70),5262.635845346131
Boston,1995,Req NSS (minus Ch70),5016.02326551034
Boston,1996,Req NSS (minus Ch70),5182.586822830293
Boston,1997,Req NSS (minus Ch70),4916.1812782525485
Boston,1998,Req NSS (minus Ch70),4805.730285951495
Boston,1999,Req NSS (minus Ch70),4771.653175514257
Boston,2000,Req NSS (minus Ch70),4997.647105189948
Boston,2001,Req NSS (minus Ch70),5114.715537284247
Boston,2002,Req NSS (minus Ch70),5298.29353377956
Boston,2003,Req NSS (minus Ch70),5499.496644192461
Boston,2004,Req NSS (minus Ch70),5584.4526111594805
Boston,2005,Req NSS (minus Ch70),5871.358827723017
Boston,2006,Req NSS (minus Ch70),6366.905447414989
Boston,2007,Req NSS (minus Ch70),6829.915933070101
Boston,2008,Req NSS (minus Ch70),7353.215343225175
