District,YEAR,Component,Value
Abington,1993,Ch70 Aid,1659.6864326375712
Abington,1994,Ch70 Aid,1771.4254829806807
Abington,1995,Ch70 Aid,1981.2831181252989
Abington,1996,Ch70 Aid,2068.8263529411765
Abington,1997,Ch70 Aid,2141.269632319564
Abington,1998,Ch70 Aid,2299.84350132626
Abington,1999,Ch70 Aid,2452.293984622343
Abington,2000,Ch70 Aid,2602.293984622343
Abington,2001,Ch70 Aid,2809.4652014652015
Abington,2002,Ch70 Aid,2882.3979409131603
Abington,2003,Ch70 Aid,2819.2981611208406
Abington,2004,Ch70 Aid,2656.1436077057792
Abington,2005,Ch70 Aid,2833.761225346202
Abington,2006,Ch70 Aid,2940.7761130136987
Abington,2007,Ch70 Aid,3093.763408304498
Abington,2008,Ch70 Aid,3240.0200086994346
Abington,2009,Ch70 Aid,3412.839597902098
Abington,2010,Ch70 Aid,3384.5223352498892
Abington,2011,Ch70 Aid,3342.0
Abington,2012,Ch70 Aid,3622.017
Abington,2013,Ch70 Aid,3669.5360721442885
Abington,2014,Ch70 Aid,3672.6065737051795
Abington,2015,Ch70 Aid,3802.968237704918
Abington,2016,Ch70 Aid,3822.1324808184145
Abington,2017,Ch70 Aid,3875.178425357873
Abington,2018,Ch70 Aid,3957.3829015544043
Abington,2019,Ch70 Aid,3862.1200592885375
Abington,2020,Ch70 Aid,4244.177672209026
Abington,2021,Ch70 Aid,4572.361401911698
Abington,2022,Ch70 Aid,4951.3634290925675
Abington,2023,Ch70 Aid,5792.727435210009
Abington,2024,Ch70 Aid,6429.338168631007
Abington,1993,Req NSS (minus Ch70),2809.7035104364327
Abington,1994,Req NSS (minus Ch70),2683.1973321067157
Abington,1995,Req NSS (minus Ch70),2887.7938785270208
Abington,1996,Req NSS (minus Ch70),2912.656470588235
Abington,1997,Req NSS (minus Ch70),3003.181116659101
Abington,1998,Req NSS (minus Ch70),3068.739610963749
Abington,1999,Req NSS (minus Ch70),3355.6897331524196
Abington,2000,Req NSS (minus Ch70),3505.5988240615106
Abington,2001,Req NSS (minus Ch70),3677.1039377289376
Abington,2002,Req NSS (minus Ch70),3785.7618621307074
Abington,2003,Req NSS (minus Ch70),3885.38704028021
Abington,2004,Req NSS (minus Ch70),3967.8073555166375
Abington,2005,Req NSS (minus Ch70),3965.7062526227446
Abington,2006,Req NSS (minus Ch70),4363.006421232877
Abington,2007,Req NSS (minus Ch70),4686.4576124567475
Abington,2008,Req NSS (minus Ch70),4999.080469769465
Abington,2009,Req NSS (minus Ch70),4843.513986013986
Abington,2010,Req NSS (minus Ch70),5344.804953560371
Abington,2011,Req NSS (minus Ch70),5446.037569573284
Abington,2012,Req NSS (minus Ch70),6028.277
Abington,2013,Req NSS (minus Ch70),6261.531563126253
Abington,2014,Req NSS (minus Ch70),6484.3097609561755
Abington,2015,Req NSS (minus Ch70),6630.888319672131
Abington,2016,Req NSS (minus Ch70),6664.632225063939
Abington,2017,Req NSS (minus Ch70),6566.143660531698
Abington,2018,Req NSS (minus Ch70),6695.804663212435
Abington,2019,Req NSS (minus Ch70),6769.272727272727
Abington,2020,Req NSS (minus Ch70),6871.0693586698335
Abington,2021,Req NSS (minus Ch70),6958.156121984524
Abington,2022,Req NSS (minus Ch70),7191.595987232102
Abington,2023,Req NSS (minus Ch70),7416.91108132261
Abington,2024,Req NSS (minus Ch70),7753.607887579329
Abington,1993,Actual NSS (minus Req NSS),-4469.389943074004
Abington,1994,Actual NSS (minus Req NSS),182.13661453541857
Abington,1995,Actual NSS (minus Req NSS),147.350549976088
Abington,1996,Actual NSS (minus Req NSS),267.60564705882354
Abington,1997,Actual NSS (minus Req NSS),212.2932364956877
Abington,1998,Actual NSS (minus Req NSS),201.552608311229
Abington,1999,Actual NSS (minus Req NSS),162.16960651289008
Abington,2000,Actual NSS (minus Req NSS),135.48937132519222
Abington,2001,Actual NSS (minus Req NSS),185.2669413919414
Abington,2002,Actual NSS (minus Req NSS),180.47672336615935
Abington,2003,Actual NSS (minus Req NSS),267.2079684763573
Abington,2004,Actual NSS (minus Req NSS),80.57049036777583
Abington,2005,Actual NSS (minus Req NSS),366.75368821264516
Abington,2006,Actual NSS (minus Req NSS),613.4353145560639
Abington,2007,Actual NSS (minus Req NSS),624.8512110726643
Abington,2008,Actual NSS (minus Req NSS),943.954327968682
Abington,2009,Actual NSS (minus Req NSS),1338.3435834926322
Abington,2010,Actual NSS (minus Req NSS),422.89756744803117
Abington,2011,Actual NSS (minus Req NSS),687.0741187384048
Abington,2012,Actual NSS (minus Req NSS),886.305
Abington,2013,Actual NSS (minus Req NSS),970.002090011854
Abington,2014,Actual NSS (minus Req NSS),1114.891364029965
Abington,2015,Actual NSS (minus Req NSS),1663.8793986160194
Abington,2016,Actual NSS (minus Req NSS),2102.418305314014
Abington,2017,Actual NSS (minus Req NSS),2675.214667689162
Abington,2018,Actual NSS (minus Req NSS),2878.6892420429294
Abington,2019,Actual NSS (minus Req NSS),2706.730036267131
Abington,2020,Actual NSS (minus Req NSS),2712.600958224572
Abington,2021,Actual NSS (minus Req NSS),2467.6023759672253
Abington,2022,Actual NSS (minus Req NSS),2340.7830916552684
Abington,2023,Actual NSS (minus Req NSS),1608.4219769405715
Abington,2024,Actual NSS (minus Req NSS),1726.8033923118774
Acton,1993,Ch70 Aid,397.7418772563177
Acton,1994,Ch70 Aid,423.6783493499152
Acton,1995,Ch70 Aid,436.884778012685
Acton,1996,Ch70 Aid,494.58680203045685
Acton,1997,Ch70 Aid,567.9580419580419
Acton,1998,Ch70 Aid,616.4217494089835
Acton,1999,Ch70 Aid,708.4579482439926
Acton,2000,Ch70 Aid,881.5387024608501
Acton,2001,Ch70 Aid,1050.6617777777778
Acton,2002,Ch70 Aid,1104.0942249240122
Acton,2003,Ch70 Aid,1150.6343251401465
Acton,2004,Ch70 Aid,1094.1630937368639
Acton,2005,Ch70 Aid,1101.5717308506137
Acton,2006,Ch70 Aid,1128.2990886495443
Acton,2007,Ch70 Aid,1337.6204744069912
Acton,2008,Ch70 Aid,1776.7710493571133
Acton,2009,Ch70 Aid,2163.9656456953644
Acton,2010,Ch70 Aid,2152.7638655462183
Acton,2011,Ch70 Aid,2128.9302805280527
Acton,2012,Ch70 Aid,2183.598905723906
Acton,2013,Ch70 Aid,2364.4321982421866
Acton,2014,Ch70 Aid,2390.4422077245626
Acton,1993,Req NSS (minus Ch70),5130.4001203369435
Acton,1994,Req NSS (minus Ch70),4680.0310910118715
Acton,1995,Req NSS (minus Ch70),4634.492600422833
Acton,1996,Req NSS (minus Ch70),4584.057868020304
Acton,1997,Req NSS (minus Ch70),4654.483516483517
Acton,1998,Req NSS (minus Ch70),4724.313002364066
Acton,1999,Req NSS (minus Ch70),4896.509704251386
Acton,2000,Req NSS (minus Ch70),5005.714988814318
Acton,2001,Req NSS (minus Ch70),5187.7373333333335
Acton,2002,Req NSS (minus Ch70),5301.457663916631
Acton,2003,Req NSS (minus Ch70),5530.819318671842
Acton,2004,Req NSS (minus Ch70),5463.917612442203
Acton,2005,Req NSS (minus Ch70),5795.4553533643675
Acton,2006,Req NSS (minus Ch70),5933.696354598177
Acton,2007,Req NSS (minus Ch70),5933.426966292135
Acton,2008,Req NSS (minus Ch70),5849.7731231854
Acton,2009,Req NSS (minus Ch70),5619.76738410596
Acton,2010,Req NSS (minus Ch70),5981.901260504202
Acton,2011,Req NSS (minus Ch70),5988.580445544554
Acton,2012,Req NSS (minus Ch70),6120.845117845118
Acton,2013,Req NSS (minus Ch70),6302.788215200683
Acton,2014,Req NSS (minus Ch70),6461.941905168731
Acton,1993,Actual NSS (minus Req NSS),-5528.141997593261
Acton,1994,Actual NSS (minus Req NSS),69.69078575466365
Acton,1995,Actual NSS (minus Req NSS),42.40169133192389
Acton,1996,Actual NSS (minus Req NSS),367.10507614213196
Acton,1997,Actual NSS (minus Req NSS),681.3016983016983
Acton,1998,Actual NSS (minus Req NSS),668.05768321513
Acton,1999,Actual NSS (minus Req NSS),602.7204251386322
Acton,2000,Actual NSS (minus Req NSS),387.6241610738255
Acton,2001,Actual NSS (minus Req NSS),666.7884444444444
Acton,2002,Actual NSS (minus Req NSS),755.6174554928355
Acton,2003,Actual NSS (minus Req NSS),806.7675722294092
Acton,2004,Actual NSS (minus Req NSS),1109.567044976881
Acton,2005,Actual NSS (minus Req NSS),997.9752644942872
Acton,2006,Actual NSS (minus Req NSS),1187.3301574150787
Acton,2007,Actual NSS (minus Req NSS),1714.114856429463
Acton,2008,Actual NSS (minus Req NSS),1927.3629199502282
Acton,2009,Actual NSS (minus Req NSS),1967.200331125828
Acton,2010,Actual NSS (minus Req NSS),2271.5621848739497
Acton,2011,Actual NSS (minus Req NSS),2253.7337458745883
Acton,2012,Actual NSS (minus Req NSS),2350.743013468013
Acton,2013,Actual NSS (minus Req NSS),2453.6724132010245
Acton,2014,Actual NSS (minus Req NSS),2594.113110515506
Acton-Boxborough,1993,Ch70 Aid,1038.177536231884
Acton-Boxborough,1994,Ch70 Aid,1104.0755176613886
Acton-Boxborough,1995,Ch70 Aid,1119.0808690404344
Acton-Boxborough,1996,Ch70 Aid,1184.0412679425838
Acton-Boxborough,1997,Ch70 Aid,1210.1588302752293
Acton-Boxborough,1998,Ch70 Aid,1256.0391717963066
Acton-Boxborough,1999,Ch70 Aid,1298.3673251468233
Acton-Boxborough,2000,Ch70 Aid,1332.8025291828794
Acton-Boxborough,2001,Ch70 Aid,1424.5403556771546
Acton-Boxborough,2002,Ch70 Aid,1520.6862660944205
Acton-Boxborough,2003,Ch70 Aid,1466.5558774834437
Acton-Boxborough,2004,Ch70 Aid,1105.091306042885
Acton-Boxborough,2005,Ch70 Aid,1077.238378579398
Acton-Boxborough,2006,Ch70 Aid,1153.4406468210216
Acton-Boxborough,2007,Ch70 Aid,1661.3939393939395
Acton-Boxborough,2008,Ch70 Aid,1949.2124047124048
Acton-Boxborough,2009,Ch70 Aid,2330.894557823129
Acton-Boxborough,2010,Ch70 Aid,2251.348642306403
Acton-Boxborough,2011,Ch70 Aid,2334.7655776355678
Acton-Boxborough,2012,Ch70 Aid,2332.373828647925
Acton-Boxborough,2013,Ch70 Aid,2410.8702409475463
Acton-Boxborough,2014,Ch70 Aid,2422.0799333781965
Acton-Boxborough,2015,Ch70 Aid,2523.362641529474
Acton-Boxborough,2016,Ch70 Aid,2596.1536006493507
Acton-Boxborough,2017,Ch70 Aid,2667.647587946996
Acton-Boxborough,2018,Ch70 Aid,2729.9945915855224
Acton-Boxborough,2019,Ch70 Aid,2763.510117733628
Acton-Boxborough,2020,Ch70 Aid,2797.073310001842
Acton-Boxborough,2021,Ch70 Aid,2868.4002644503207
Acton-Boxborough,2022,Ch70 Aid,2995.8810546875
Acton-Boxborough,2023,Ch70 Aid,3099.21359223301
Acton-Boxborough,2024,Ch70 Aid,3175.8826693227093
Acton-Boxborough,1993,Req NSS (minus Ch70),5671.10809178744
Acton-Boxborough,1994,Req NSS (minus Ch70),5629.7959805115715
Acton-Boxborough,1995,Req NSS (minus Ch70),5807.77911888956
Acton-Boxborough,1996,Req NSS (minus Ch70),6034.9049043062205
Acton-Boxborough,1997,Req NSS (minus Ch70),6082.059633027523
Acton-Boxborough,1998,Req NSS (minus Ch70),6240.200895355344
Acton-Boxborough,1999,Req NSS (minus Ch70),6305.868659903897
Acton-Boxborough,2000,Req NSS (minus Ch70),6053.172178988327
Acton-Boxborough,2001,Req NSS (minus Ch70),5901.161422708618
Acton-Boxborough,2002,Req NSS (minus Ch70),5681.503862660944
Acton-Boxborough,2003,Req NSS (minus Ch70),5431.23261589404
Acton-Boxborough,2004,Req NSS (minus Ch70),6090.401481481482
Acton-Boxborough,2005,Req NSS (minus Ch70),6008.187430271476
Acton-Boxborough,2006,Req NSS (minus Ch70),6205.6571113561195
Acton-Boxborough,2007,Req NSS (minus Ch70),6269.087033121917
Acton-Boxborough,2008,Req NSS (minus Ch70),6364.974358974359
Acton-Boxborough,2009,Req NSS (minus Ch70),6197.256462585034
Acton-Boxborough,2010,Req NSS (minus Ch70),6560.384847468991
Acton-Boxborough,2011,Req NSS (minus Ch70),6669.183900303133
Acton-Boxborough,2012,Req NSS (minus Ch70),6813.79250334672
Acton-Boxborough,2013,Req NSS (minus Ch70),7076.13502538071
Acton-Boxborough,2014,Req NSS (minus Ch70),7301.821668909825
Acton-Boxborough,2015,Req NSS (minus Ch70),7132.300938219154
Acton-Boxborough,2016,Req NSS (minus Ch70),7452.372294372294
Acton-Boxborough,2017,Req NSS (minus Ch70),7379.468506080959
Acton-Boxborough,2018,Req NSS (minus Ch70),7724.749035458387
Acton-Boxborough,2019,Req NSS (minus Ch70),7920.697755702723
Acton-Boxborough,2020,Req NSS (minus Ch70),8304.5011972739
Acton-Boxborough,2021,Req NSS (minus Ch70),8732.594635436342
Acton-Boxborough,2022,Req NSS (minus Ch70),9125.594140625
Acton-Boxborough,2023,Req NSS (minus Ch70),9585.461660392311
Acton-Boxborough,2024,Req NSS (minus Ch70),10039.679880478088
Acton-Boxborough,1993,Actual NSS (minus Req NSS),-6709.285628019324
Acton-Boxborough,1994,Actual NSS (minus Req NSS),-36.72898903775883
Acton-Boxborough,1995,Actual NSS (minus Req NSS),46.241400120700064
Acton-Boxborough,1996,Actual NSS (minus Req NSS),105.34988038277513
Acton-Boxborough,1997,Actual NSS (minus Req NSS),124.08199541284404
Acton-Boxborough,1998,Actual NSS (minus Req NSS),545.0268606603246
Acton-Boxborough,1999,Actual NSS (minus Req NSS),590.396689802456
Acton-Boxborough,2000,Actual NSS (minus Req NSS),571.8064202334631
Acton-Boxborough,2001,Actual NSS (minus Req NSS),747.2786137710898
Acton-Boxborough,2002,Actual NSS (minus Req NSS),1448.3982832618026
Acton-Boxborough,2003,Actual NSS (minus Req NSS),2203.8406456953644
Acton-Boxborough,2004,Actual NSS (minus Req NSS),2096.8619883040938
Acton-Boxborough,2005,Actual NSS (minus Req NSS),2278.870851617701
Acton-Boxborough,2006,Actual NSS (minus Req NSS),2530.6239434031604
Acton-Boxborough,2007,Actual NSS (minus Req NSS),2053.543692741367
Acton-Boxborough,2008,Actual NSS (minus Req NSS),2306.439015939016
Acton-Boxborough,2009,Actual NSS (minus Req NSS),2137.3285714285716
Acton-Boxborough,2010,Actual NSS (minus Req NSS),2064.9108280254777
Acton-Boxborough,2011,Actual NSS (minus Req NSS),2092.1512293701585
Acton-Boxborough,2012,Actual NSS (minus Req NSS),2265.8022088353414
Acton-Boxborough,2013,Actual NSS (minus Req NSS),2180.4888115059225
Acton-Boxborough,2014,Actual NSS (minus Req NSS),2407.971210632571
Acton-Boxborough,2015,Actual NSS (minus Req NSS),2560.1806404673393
Acton-Boxborough,2016,Actual NSS (minus Req NSS),2993.1298102453084
Acton-Boxborough,2017,Actual NSS (minus Req NSS),3382.1494278453397
Acton-Boxborough,2018,Actual NSS (minus Req NSS),3622.1676172974417
Acton-Boxborough,2019,Actual NSS (minus Req NSS),3807.041745768949
Acton-Boxborough,2020,Actual NSS (minus Req NSS),3810.8236378706947
Acton-Boxborough,2021,Actual NSS (minus Req NSS),4059.0222402720074
Acton-Boxborough,2022,Actual NSS (minus Req NSS),4587.496687499998
Acton-Boxborough,2023,Actual NSS (minus Req NSS),4986.69025412118
Acton-Boxborough,2024,Actual NSS (minus Req NSS),5871.238894278888
Acushnet,1993,Ch70 Aid,1206.2348484848485
Acushnet,1994,Ch70 Aid,1537.6674107142858
Acushnet,1995,Ch70 Aid,2049.8462732919256
Acushnet,1996,Ch70 Aid,2355.3662613981764
Acushnet,1997,Ch70 Aid,2697.5573152337856
Acushnet,1998,Ch70 Aid,2962.671721000758
Acushnet,1999,Ch70 Aid,3134.8074074074075
Acushnet,2000,Ch70 Aid,3295.011510791367
Acushnet,2001,Ch70 Aid,3365.862663906142
Acushnet,2002,Ch70 Aid,3533.8431931575196
Acushnet,2003,Ch70 Aid,3642.378040305768
Acushnet,2004,Ch70 Aid,3834.303239145417
Acushnet,2005,Ch70 Aid,3951.3378287255564
Acushnet,2006,Ch70 Aid,4025.0312707917496
Acushnet,2007,Ch70 Aid,4178.366916269571
Acushnet,2008,Ch70 Aid,4504.2968069666185
Acushnet,2009,Ch70 Aid,4748.725747629467
Acushnet,2010,Ch70 Aid,4863.028201219512
Acushnet,2011,Ch70 Aid,4884.191869918699
Acushnet,2012,Ch70 Aid,4938.517579721995
Acushnet,2013,Ch70 Aid,5019.230832646332
Acushnet,2014,Ch70 Aid,5007.264320785597
Acushnet,2015,Ch70 Aid,4916.188649080736
Acushnet,2016,Ch70 Aid,4968.852090032155
Acushnet,2017,Ch70 Aid,4984.228070175439
Acushnet,2018,Ch70 Aid,5195.472727272727
Acushnet,2019,Ch70 Aid,5153.489812550937
Acushnet,2020,Ch70 Aid,5001.172955974843
Acushnet,2021,Ch70 Aid,4923.755417956656
Acushnet,2022,Ch70 Aid,5300.498757249378
Acushnet,2023,Ch70 Aid,5427.1996644295305
Acushnet,2024,Ch70 Aid,5872.506142506142
Acushnet,1993,Req NSS (minus Ch70),1944.1886363636363
Acushnet,1994,Req NSS (minus Ch70),1963.6369047619048
Acushnet,1995,Req NSS (minus Ch70),2129.317546583851
Acushnet,1996,Req NSS (minus Ch70),2111.636018237082
Acushnet,1997,Req NSS (minus Ch70),2122.705882352941
Acushnet,1998,Req NSS (minus Ch70),2215.6141015921153
Acushnet,1999,Req NSS (minus Ch70),2303.725185185185
Acushnet,2000,Req NSS (minus Ch70),2443.6625899280575
Acushnet,2001,Req NSS (minus Ch70),2509.975845410628
Acushnet,2002,Req NSS (minus Ch70),2762.0395723449747
Acushnet,2003,Req NSS (minus Ch70),2788.3641417651147
Acushnet,2004,Req NSS (minus Ch70),2889.7856650585804
Acushnet,2005,Req NSS (minus Ch70),3034.0532703978424
Acushnet,2006,Req NSS (minus Ch70),3129.0718562874254
Acushnet,2007,Req NSS (minus Ch70),3418.502382573179
Acushnet,2008,Req NSS (minus Ch70),3743.6959361393324
Acushnet,2009,Req NSS (minus Ch70),3449.7716994894236
Acushnet,2010,Req NSS (minus Ch70),4059.576219512195
Acushnet,2011,Req NSS (minus Ch70),4391.527642276423
Acushnet,2012,Req NSS (minus Ch70),4571.986099754701
Acushnet,2013,Req NSS (minus Ch70),4814.782357790602
Acushnet,2014,Req NSS (minus Ch70),4990.939443535188
Acushnet,2015,Req NSS (minus Ch70),5110.565947242207
Acushnet,2016,Req NSS (minus Ch70),5402.003215434083
Acushnet,2017,Req NSS (minus Ch70),5463.6331738437
Acushnet,2018,Req NSS (minus Ch70),5675.449586776859
Acushnet,2019,Req NSS (minus Ch70),5806.948655256724
Acushnet,2020,Req NSS (minus Ch70),5895.126572327044
Acushnet,2021,Req NSS (minus Ch70),6106.431888544892
Acushnet,2022,Req NSS (minus Ch70),6530.3371996686
Acushnet,2023,Req NSS (minus Ch70),7009.60822147651
Acushnet,2024,Req NSS (minus Ch70),7158.824733824734
Acushnet,1993,Actual NSS (minus Req NSS),-3150.423484848485
Acushnet,1994,Actual NSS (minus Req NSS),-1.4680059523809523
Acushnet,1995,Actual NSS (minus Req NSS),39.44642857142857
Acushnet,1996,Actual NSS (minus Req NSS),42.46048632218845
Acushnet,1997,Actual NSS (minus Req NSS),55.01357466063349
Acushnet,1998,Actual NSS (minus Req NSS),52.153904473085674
Acushnet,1999,Actual NSS (minus Req NSS),-31.502962962962965
Acushnet,2000,Actual NSS (minus Req NSS),0.0
Acushnet,2001,Actual NSS (minus Req NSS),-51.64218081435442
Acushnet,2002,Actual NSS (minus Req NSS),41.98038488952277
Acushnet,2003,Actual NSS (minus Req NSS),-26.691452397498264
Acushnet,2004,Actual NSS (minus Req NSS),-108.84424534803584
Acushnet,2005,Actual NSS (minus Req NSS),94.86716115981119
Acushnet,2006,Actual NSS (minus Req NSS),114.68729208250166
Acushnet,2007,Actual NSS (minus Req NSS),255.69707283866575
Acushnet,2008,Actual NSS (minus Req NSS),478.60449927431057
Acushnet,2009,Actual NSS (minus Req NSS),233.38439095550692
Acushnet,2010,Actual NSS (minus Req NSS),285.9344512195122
Acushnet,2011,Actual NSS (minus Req NSS),726.2219512195122
Acushnet,2012,Actual NSS (minus Req NSS),447.17007358953396
Acushnet,2013,Actual NSS (minus Req NSS),517.3149216817807
Acushnet,2014,Actual NSS (minus Req NSS),475.3592471358429
Acushnet,2015,Actual NSS (minus Req NSS),460.7302303593025
Acushnet,2016,Actual NSS (minus Req NSS),429.4373397635703
Acushnet,2017,Actual NSS (minus Req NSS),548.6043970531025
Acushnet,2018,Actual NSS (minus Req NSS),963.9777385948056
Acushnet,2019,Actual NSS (minus Req NSS),1236.1361761465776
Acushnet,2020,Actual NSS (minus Req NSS),1252.8871202243145
Acushnet,2021,Actual NSS (minus Req NSS),1160.0476149160677
Acushnet,2022,Actual NSS (minus Req NSS),1426.7930443727957
Acushnet,2023,Actual NSS (minus Req NSS),989.4093620506812
Acushnet,2024,Actual NSS (minus Req NSS),779.8480340698483
Agawam,1993,Ch70 Aid,1488.282392026578
Agawam,1994,Ch70 Aid,1540.7338893100834
Agawam,1995,Ch70 Aid,1609.9771485345257
Agawam,1996,Ch70 Aid,1718.461965708766
Agawam,1997,Ch70 Aid,1877.8333333333333
Agawam,1998,Ch70 Aid,2075.76036036036
Agawam,1999,Ch70 Aid,2279.210024948968
Agawam,2000,Ch70 Aid,2530.1603505447656
Agawam,2001,Ch70 Aid,2696.7981586402266
Agawam,2002,Ch70 Aid,2834.037347378501
Agawam,2003,Ch70 Aid,2803.8308858360965
Agawam,2004,Ch70 Aid,2224.10032879286
Agawam,2005,Ch70 Aid,2297.9681807701177
Agawam,2006,Ch70 Aid,2464.9585610200365
Agawam,2007,Ch70 Aid,2844.518055870997
Agawam,2008,Ch70 Aid,3211.858745421245
Agawam,2009,Ch70 Aid,3783.0534648921525
Agawam,2010,Ch70 Aid,3733.9533163854867
Agawam,2011,Ch70 Aid,3885.9616553659107
Agawam,2012,Ch70 Aid,4135.933333333333
Agawam,2013,Ch70 Aid,4417.501266274613
Agawam,2014,Ch70 Aid,4559.234845124052
Agawam,2015,Ch70 Aid,4647.5800572752405
Agawam,2016,Ch70 Aid,4716.5890386299525
Agawam,2017,Ch70 Aid,4981.515307657991
Agawam,2018,Ch70 Aid,5025.8187971866355
Agawam,2019,Ch70 Aid,5133.077657036841
Agawam,2020,Ch70 Aid,5297.09328256731
Agawam,2021,Ch70 Aid,5376.045266353851
Agawam,2022,Ch70 Aid,5673.930034129693
Agawam,2023,Ch70 Aid,6421.41432748538
Agawam,2024,Ch70 Aid,7314.9511838643675
Agawam,1993,Req NSS (minus Ch70),3270.4732941477127
Agawam,1994,Req NSS (minus Ch70),3240.4958301743745
Agawam,1995,Req NSS (minus Ch70),3295.937903626428
Agawam,1996,Req NSS (minus Ch70),3241.3313209369717
Agawam,1997,Req NSS (minus Ch70),2873.0025894538608
Agawam,1998,Req NSS (minus Ch70),3148.2126126126127
Agawam,1999,Req NSS (minus Ch70),3328.9169879791334
Agawam,2000,Req NSS (minus Ch70),3515.7977261961155
Agawam,2001,Req NSS (minus Ch70),3698.872285174693
Agawam,2002,Req NSS (minus Ch70),4206.330380655973
Agawam,2003,Req NSS (minus Ch70),4412.62813832307
Agawam,2004,Req NSS (minus Ch70),4578.143447627995
Agawam,2005,Req NSS (minus Ch70),4712.296979478902
Agawam,2006,Req NSS (minus Ch70),4893.860883424408
Agawam,2007,Req NSS (minus Ch70),5006.056325232796
Agawam,2008,Req NSS (minus Ch70),4945.642399267399
Agawam,2009,Req NSS (minus Ch70),4469.489215236347
Agawam,2010,Req NSS (minus Ch70),4899.567598798244
Agawam,2011,Req NSS (minus Ch70),4888.085807809212
Agawam,2012,Req NSS (minus Ch70),5010.9498817966905
Agawam,2013,Req NSS (minus Ch70),5196.531823599523
Agawam,2014,Req NSS (minus Ch70),5460.515292390506
Agawam,2015,Req NSS (minus Ch70),5487.196494692668
Agawam,2016,Req NSS (minus Ch70),5663.7256416645905
Agawam,2017,Req NSS (minus Ch70),5909.097865694951
Agawam,2018,Req NSS (minus Ch70),5777.941268598277
Agawam,2019,Req NSS (minus Ch70),5956.647495361781
Agawam,2020,Req NSS (minus Ch70),6241.830568398151
Agawam,2021,Req NSS (minus Ch70),6419.117306099917
Agawam,2022,Req NSS (minus Ch70),6661.3327645051195
Agawam,2023,Req NSS (minus Ch70),7168.133918128655
Agawam,2024,Req NSS (minus Ch70),7416.849751534639
Agawam,1993,Actual NSS (minus Req NSS),-4758.7556861742905
Agawam,1994,Actual NSS (minus Req NSS),-16.556734900176902
Agawam,1995,Actual NSS (minus Req NSS),31.479632389468456
Agawam,1996,Actual NSS (minus Req NSS),114.97778314416807
Agawam,1997,Actual NSS (minus Req NSS),589.2297551789077
Agawam,1998,Actual NSS (minus Req NSS),242.5981981981982
Agawam,1999,Actual NSS (minus Req NSS),357.9628033567702
Agawam,2000,Actual NSS (minus Req NSS),430.78233064898154
Agawam,2001,Actual NSS (minus Req NSS),412.983238904627
Agawam,2002,Actual NSS (minus Req NSS),371.5211874551113
Agawam,2003,Actual NSS (minus Req NSS),443.78564661297963
Agawam,2004,Actual NSS (minus Req NSS),1434.9786284640677
Agawam,2005,Actual NSS (minus Req NSS),887.862012369873
Agawam,2006,Actual NSS (minus Req NSS),1271.9377799234462
Agawam,2007,Actual NSS (minus Req NSS),1352.3863275039746
Agawam,2008,Actual NSS (minus Req NSS),1594.7032967032967
Agawam,2009,Actual NSS (minus Req NSS),1771.206516750803
Agawam,2010,Actual NSS (minus Req NSS),1685.673445805408
Agawam,2011,Actual NSS (minus Req NSS),1661.5862988075758
Agawam,2012,Actual NSS (minus Req NSS),1852.9418794326239
Agawam,2013,Actual NSS (minus Req NSS),1895.2976987421814
Agawam,2014,Actual NSS (minus Req NSS),2217.6014987674657
Agawam,2015,Actual NSS (minus Req NSS),2889.013050064673
Agawam,2016,Actual NSS (minus Req NSS),3219.727749753648
Agawam,2017,Actual NSS (minus Req NSS),3814.3287839609575
Agawam,2018,Actual NSS (minus Req NSS),4419.480094506038
Agawam,2019,Actual NSS (minus Req NSS),4918.891266607433
Agawam,2020,Actual NSS (minus Req NSS),5051.85582136577
Agawam,2021,Actual NSS (minus Req NSS),5681.821005036552
Agawam,2022,Actual NSS (minus Req NSS),6667.506971547276
Agawam,2023,Actual NSS (minus Req NSS),5740.078665904659
Agawam,2024,Actual NSS (minus Req NSS),5324.984644758844
Amesbury,1993,Ch70 Aid,1769.550706566916
Amesbury,1994,Ch70 Aid,1932.1134146341462
Amesbury,1995,Ch70 Aid,2148.4342788653616
Amesbury,1996,Ch70 Aid,2358.8244741873805
Amesbury,1997,Ch70 Aid,2615.767976278725
Amesbury,1998,Ch70 Aid,2824.0737618545836
Amesbury,1999,Ch70 Aid,3031.0028901734104
Amesbury,2000,Ch70 Aid,3174.6939331970007
Amesbury,2001,Ch70 Aid,3379.1802545579635
Amesbury,2002,Ch70 Aid,3521.0546930134087
Amesbury,2003,Ch70 Aid,3411.5107692307693
Amesbury,2004,Ch70 Aid,2953.4872249822574
Amesbury,2005,Ch70 Aid,3001.4161557879556
Amesbury,2006,Ch70 Aid,3180.0966528770214
Amesbury,2007,Ch70 Aid,3356.9522878373095
Amesbury,2008,Ch70 Aid,3536.4853777416733
Amesbury,2009,Ch70 Aid,3693.7310821806345
Amesbury,2010,Ch70 Aid,3690.4218166735795
Amesbury,2011,Ch70 Aid,3429.3123209169053
Amesbury,2012,Ch70 Aid,3492.0339966832503
Amesbury,2013,Ch70 Aid,3605.955122777307
Amesbury,2014,Ch70 Aid,3563.540091400083
Amesbury,2015,Ch70 Aid,3609.593032786885
Amesbury,2016,Ch70 Aid,3703.9502923976606
Amesbury,2017,Ch70 Aid,3870.515060240964
